999	SISTEMA FINANCIERO
411000000	 13935275803236,00	
411100000	 11299327738069,00	
411150000	 0066248405175,00	
411150100	 0030605398903,00	
411150101	 0030593930292,00	
411150102	 0000011468611,00	
411150103	 0000000000000,00	
411150200	 0004311801226,00	
411150201	 0000232249017,00	
411150202	 0004079552209,00	
411150203	 0000000000000,00	
411150300	 0028074135675,00	
411150301	 0028074135675,00	
411150302	 0000000000000,00	
411150400	 0003257069371,00	
411150401	 0003257069371,00	
411150402	 0000000000000,00	
411200000	 0244552609778,00	
411200100	 0097926050035,00	
411200101	 0000000435694,00	
411200102	 0097440895997,00	
411200109	 0000484718344,00	
411200200	 0080978402888,00	
411200201	 0075489030274,00	
411200202	 0002590873565,00	
411200209	 0002898499049,00	
411200300	 0065648156855,00	
411200301	 0000000000000,00	
411200302	 0005252887812,00	
411200303	 0001344247520,00	
411200304	 0000767262318,00	
411200309	 0058283759205,00	
411250000	 0181948346994,00	
411250100	 0011775070630,00	
411250101	 0009771726284,00	
411250102	 0002003344346,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0052563484094,00	
411250201	 0007761635447,00	
411250202	 0028249608244,00	
411250203	 0000000000000,00	
411250204	 0001114451493,00	
411250205	 0000554190270,00	
411250206	 0014834917640,00	
411250207	 0000000000000,00	
411250208	 0000048681000,00	
411250290	 0000000000000,00	
411250300	 0117585406262,00	
411250301	 0000000000000,00	
411250302	 0107001721004,00	
411250309	 0010583685258,00	
411250400	 0000024386008,00	
411250401	 0000000000000,00	
411250402	 0000024386008,00	
411250409	 0000000000000,00	
411280000	 5884314030433,00	
411280100	 4674854104120,00	
411280101	 3826217315877,00	
411280102	 0521354609662,00	
411280103	 0013045156769,00	
411280104	 0002364217435,00	
411280105	 0214962879267,00	
411280106	 0096909925110,00	
411280200	 0423798274428,00	
411280201	 0036741685638,00	
411280202	 0186667790382,00	
411280203	 0025150567093,00	
411280204	 0118157774841,00	
411280205	 0000276145960,00	
411280209	 0056804310514,00	
411280300	 0118052875745,00	
411280400	 0025622758197,00	
411280500	 0243564811526,00	
411280501	 0145652748723,00	
411280502	 0097912062803,00	
411280600	 0328893213998,00	
411280601	 0110212298822,00	
411280602	 0218680915176,00	
411280700	 0059681023596,00	
411280701	 0055857340307,00	
411280702	 0000515061003,00	
411280709	 0003308622286,00	
411280900	 0009846968823,00	
411280901	 0000000000000,00	
411280902	 0000572969849,00	
411280990	 0009273998974,00	
411350000	 1534118716750,00	
411350100	 0010771804666,00	
411350200	 0140667032955,00	
411350300	 0001726896941,00	
411350400	 1357963608149,00	
411350401	 0677092201695,00	
411350402	 0680871406454,00	
411350500	 0017430491640,00	
411350900	 0005558882399,00	
411350901	 0004761683536,00	
411350902	 0000266912461,00	
411350903	 0000000000000,00	
411350990	 0000530286402,00	
411380000	 2820137565129,00	
411380100	 1269327529510,00	
411380200	 0226236509377,00	
411380300	 1307495767244,00	
411380400	 0000230037635,00	
411380900	 0016847721363,00	
411380901	 0001403337909,00	
411380990	 0015444383454,00	
411450000	 0568008063810,00	
411450100	 0263979320099,00	
411450101	 0000009393631,00	
411450102	 0195271069541,00	
411450109	 0068698856927,00	
411450200	 0008266811899,00	
411450201	 0000245445474,00	
411450202	 0008021366425,00	
411450209	 0000000000000,00	
411450300	 0000016483998,00	
411450400	 0100533533503,00	
411450900	 0195211914311,00	
411700000	 2215687017321,00	
411720000	 2207099320640,00	
411720100	 1790387985313,00	
411720101	 1488387873004,00	
411720102	 0300098756433,00	
411720109	 0001901355876,00	
411720200	 0246397518188,00	
411720201	 0222581802589,00	
411720202	 0015001004832,00	
411720209	 0008814710767,00	
411720300	 0170313817139,00	
411720301	 0022134583888,00	
411720302	 0064342445916,00	
411720303	 0010624734097,00	
411720304	 0004369969667,00	
411720309	 0068842083571,00	
