014	SCOTIABANK CHILE
811000000	 1394165740526,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0676274988880,00	
811200100	 0532512549727,00	
811200101	 0532234410965,00	
811200102	 0000000000000,00	
811200103	 0000278138762,00	
811200104	 0000000000000,00	
811200600	 0013255021637,00	
811200700	 0006751737178,00	
811200800	 0000427188282,00	
811200900	 0001798575908,00	
811201000	 0025347651651,00	
811201100	 0092516243469,00	
811201200	 0003666021028,00	
811300000	 0361505241946,00	
811300100	 0008765618158,00	
811300200	 0002514275808,00	
811300300	 0000000000000,00	
811300400	 0342698751727,00	
811300500	 0003109147294,00	
811300600	 0004417448959,00	
811400000	 0356385509700,00	
811400100	 0138567216268,00	
811400200	 0007391326327,00	
811400300	 0210426354100,00	
811400400	 0000000000000,00	
811400500	 0000000613005,00	
812000000	 0691896301209,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0299521881648,00	
812200100	 0162577899397,00	
812200101	 0162554796723,00	
812200102	 0000000000000,00	
812200103	 0000023102674,00	
812200104	 0000000000000,00	
812200600	 0038628778784,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0008011489334,00	
812201100	 0090303714133,00	
812201200	 0000000000000,00	
812300000	 0339735793157,00	
812300100	 0000032684481,00	
812300200	 0000146671225,00	
812300300	 0000000000000,00	
812300400	 0337802884669,00	
812300500	 0001748247844,00	
812300600	 0000005304938,00	
812400000	 0052638626404,00	
812400100	 0049786137391,00	
812400200	 0000000000000,00	
812400300	 0002852489013,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0210667128970,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0030420692957,00	
813200100	 0014686260467,00	
813200101	 0014664592910,00	
813200102	 0000000000000,00	
813200103	 0000021667557,00	
813200104	 0000000000000,00	
813200600	 0000332465933,00	
813200700	 0000965688934,00	
813200800	 0000000000000,00	
813200900	 0000051798197,00	
813201000	 0003366333121,00	
813201100	 0010444657715,00	
813201200	 0000573488590,00	
813300000	 0004647977001,00	
813300100	 0000041947146,00	
813300200	 0000011828232,00	
813300300	 0000000000000,00	
813300400	 0004527009709,00	
813300500	 0000054076159,00	
813300600	 0000013115755,00	
813400000	 0175598459012,00	
813400100	 0055018780901,00	
813400200	 0003011697361,00	
813400300	 0117566476489,00	
813400400	 0000000000000,00	
813400500	 0000001504261,00	
814000000	 0043283871936,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0008616361253,00	
814200100	 0003314185917,00	
814200101	 0003274477652,00	
814200102	 0000000000000,00	
814200103	 0000039708265,00	
814200104	 0000000000000,00	
814200600	 0000125004458,00	
814200700	 0000078529545,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0001357697798,00	
814201100	 0003419245715,00	
814201200	 0000321697820,00	
814300000	 0004393837411,00	
814300100	 0000327250551,00	
814300200	 0000032636564,00	
814300300	 0000000000000,00	
814300400	 0003772726711,00	
814300500	 0000226191332,00	
814300600	 0000035032253,00	
814400000	 0030273673272,00	
814400100	 0020064657875,00	
814400200	 0000597297043,00	
814400300	 0009611502011,00	
814400400	 0000000000000,00	
814400500	 0000000216343,00	
821000000	 33289798305121,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 15280038197240,00	
821200100	 11177545636019,00	
821200101	 11126758371848,00	
821200102	 0000902479076,00	
821200103	 0005469938519,00	
821200104	 0044414846576,00	
821200600	 2116921733404,00	
821200700	 0077042377670,00	
821200800	 0013428574208,00	
821200900	 0298280974515,00	
821201000	 0850450455675,00	
821201100	 0740373229050,00	
821201200	 0005995216699,00	
821300000	 13838284234139,00	
821300100	 0079825070078,00	
821300200	 0036000105905,00	
821300300	 0000000000000,00	
821300400	 13606275957690,00	
821300500	 0037431756105,00	
821300600	 0078751344361,00	
821400000	 4171475873742,00	
821400100	 1759054056006,00	
821400200	 0089539543164,00	
821400300	 2322531617916,00	
821400400	 0000000000000,00	
821400500	 0000350656656,00	
831000000	 7645829279451,00	
831100000	 0663256496463,00	
831100100	 0284107501770,00	
831100200	 0379148994693,00	
831200000	 0125373459066,00	
831300000	 0000000000000,00	
831500000	 0647337085677,00	
831500100	 0490955112901,00	
831500200	 0156381972776,00	
831600000	 6160033575146,00	
831600100	 0691625360113,00	
831600200	 0064267459604,00	
831600300	 0401338474135,00	
831600400	 5002802281294,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0049828663099,00	
831800100	 0038900948408,00	
831800200	 0010927714691,00	
831900000	 0000000000000,00	
832000000	 1527796532003,00	
832100000	 0059683986668,00	
832100100	 0054910699615,00	
832100200	 0004773287053,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 1416156108987,00	
832500100	 0000000000000,00	
832500200	 0001874256627,00	
832500300	 1414281852360,00	
832700000	 0051956436348,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0051956436348,00	
832700201	 0000000000000,00	
832700202	 0051956436348,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 8057993242168,00	
833050000	 0000000000000,00	
833050100	 0000000000000,00	
833050200	 0000000000000,00	
833100000	 8057939918003,00	
833200000	 0000000000000,00	
833300000	 0000053324165,00	
833300100	 0000000000000,00	
833300200	 0000053324165,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0000000000000,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
