001	BANCO DE CHILE
811000000	 1091732082669,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0608129861685,00	
811200100	 0519797658369,00	
811200101	 0386301487698,00	
811200102	 0000000000000,00	
811200103	 0133496170671,00	
811200104	 0000000000000,00	
811200600	 0012513243733,00	
811200700	 0004865236478,00	
811200800	 0007940338924,00	
811200900	 0000899255501,00	
811201000	 0049758705433,00	
811201100	 0003594478255,00	
811201200	 0008760944992,00	
811300000	 0229623932105,00	
811300100	 0000139117998,00	
811300200	 0000357344957,00	
811300300	 0000000000000,00	
811300400	 0227956359753,00	
811300500	 0000000000000,00	
811300600	 0001171109397,00	
811400000	 0253978288879,00	
811400100	 0215155925389,00	
811400200	 0002620610038,00	
811400300	 0035053539160,00	
811400400	 0000000000000,00	
811400500	 0001148214292,00	
812000000	 0494505390128,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0281315062978,00	
812200100	 0243838069379,00	
812200101	 0196844816128,00	
812200102	 0000000000000,00	
812200103	 0046993253251,00	
812200104	 0000000000000,00	
812200600	 0008962651203,00	
812200700	 0000000000000,00	
812200800	 0006737748676,00	
812200900	 0000428781530,00	
812201000	 0012277364933,00	
812201100	 0002548563270,00	
812201200	 0006521883987,00	
812300000	 0113306393779,00	
812300100	 0000029833555,00	
812300200	 0000184286377,00	
812300300	 0000000000000,00	
812300400	 0112058615638,00	
812300500	 0000000000000,00	
812300600	 0001033658209,00	
812400000	 0099883933371,00	
812400100	 0076231530707,00	
812400200	 0000000000000,00	
812400300	 0023652402664,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0230942656319,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0038338570163,00	
813200100	 0032248945472,00	
813200101	 0030745117389,00	
813200102	 0000000000000,00	
813200103	 0001503828083,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000715915776,00	
813200800	 0000935925556,00	
813200900	 0000000000000,00	
813201000	 0002639043057,00	
813201100	 0000278544715,00	
813201200	 0001520195587,00	
813300000	 0006552671930,00	
813300100	 0000023007955,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0006513592504,00	
813300500	 0000000000000,00	
813300600	 0000016071471,00	
813400000	 0186051414226,00	
813400100	 0138180231825,00	
813400200	 0001360720393,00	
813400300	 0044817959150,00	
813400400	 0000000000000,00	
813400500	 0001692502858,00	
814000000	 0032586865110,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0009145896964,00	
814200100	 0008315150580,00	
814200101	 0005262818159,00	
814200102	 0000000000000,00	
814200103	 0003052332421,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000068172162,00	
814200800	 0000025997698,00	
814200900	 0000000000000,00	
814201000	 0000655349107,00	
814201100	 0000007318954,00	
814201200	 0000073908463,00	
814300000	 0006569996999,00	
814300100	 0000348736189,00	
814300200	 0000000330200,00	
814300300	 0000000000000,00	
814300400	 0006214324804,00	
814300500	 0000000000000,00	
814300600	 0000006605806,00	
814400000	 0016870971147,00	
814400100	 0014653234139,00	
814400200	 0000110857638,00	
814400300	 0001831881469,00	
