016	BANCO DE CRÉDITO E INVERSIONES
411000000	 2348841559510,00	
411100000	 1914724777133,00	
411150000	 0006605731359,00	
411150100	 0000000159952,00	
411150101	 0000000000000,00	
411150102	 0000000159952,00	
411150103	 0000000000000,00	
411150200	 0000000000000,00	
411150201	 0000000000000,00	
411150202	 0000000000000,00	
411150203	 0000000000000,00	
411150300	 0006595281079,00	
411150301	 0006595281079,00	
411150302	 0000000000000,00	
411150400	 0000010290328,00	
411150401	 0000010290328,00	
411150402	 0000000000000,00	
411200000	 0048810392797,00	
411200100	 0009242318556,00	
411200101	 0000000000000,00	
411200102	 0009242318556,00	
411200109	 0000000000000,00	
411200200	 0001533087657,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0001533087657,00	
411200300	 0038034986584,00	
411200301	 0000000000000,00	
411200302	 0002409357069,00	
411200303	 0000000000000,00	
411200304	 0000000000000,00	
411200309	 0035625629515,00	
411250000	 0018023671397,00	
411250100	 0000296875000,00	
411250101	 0000296875000,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0017702410389,00	
411250201	 0002869008999,00	
411250202	 0000000000000,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0014833401390,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000024386008,00	
411250401	 0000000000000,00	
411250402	 0000024386008,00	
411250409	 0000000000000,00	
411280000	 1190831044960,00	
411280100	 0955563430896,00	
411280101	 0477066454487,00	
411280102	 0269905046587,00	
411280103	 0000000000000,00	
411280104	 0000025764038,00	
411280105	 0208566165784,00	
411280106	 0000000000000,00	
411280200	 0066354650861,00	
411280201	 0000000000000,00	
411280202	 0000000000000,00	
411280203	 0000092876781,00	
411280204	 0014600355878,00	
411280205	 0000211890108,00	
411280209	 0051449528094,00	
411280300	 0022705174751,00	
411280400	 0006445204259,00	
411280500	 0070780945364,00	
411280501	 0047313495902,00	
411280502	 0023467449462,00	
411280600	 0065081633997,00	
411280601	 0027498678156,00	
411280602	 0037582955841,00	
411280700	 0003898922978,00	
411280701	 0003872170704,00	
411280702	 0000000479875,00	
411280709	 0000026272399,00	
411280900	 0000001081854,00	
411280901	 0000000000000,00	
411280902	 0000001081854,00	
411280990	 0000000000000,00	
411350000	 0250938529220,00	
411350100	 0000067608178,00	
411350200	 0066312386550,00	
411350300	 0000000000000,00	
411350400	 0184437735321,00	
411350401	 0000000000000,00	
411350402	 0184437735321,00	
411350500	 0000000000000,00	
411350900	 0000120799171,00	
411350901	 0000000000000,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000120799171,00	
411380000	 0329284761319,00	
411380100	 0133532437127,00	
411380200	 0025352648454,00	
411380300	 0162768806346,00	
411380400	 0000015952778,00	
411380900	 0007614916614,00	
411380901	 0001140296257,00	
411380990	 0006474620357,00	
411450000	 0070230646081,00	
411450100	 0023864578280,00	
411450101	 0000000000000,00	
411450102	 0023864578280,00	
411450109	 0000000000000,00	
411450200	 0000525993092,00	
411450201	 0000245445474,00	
411450202	 0000280547618,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0000136039059,00	
411450900	 0045704035650,00	
411700000	 0365528881637,00	
411720000	 0365528881637,00	
411720100	 0215200277039,00	
411720101	 0192312250067,00	
411720102	 0022800258130,00	
411720109	 0000087768842,00	
411720200	 0031136806826,00	
411720201	 0031121739462,00	
411720202	 0000015067364,00	
411720209	 0000000000000,00	
411720300	 0119191797772,00	
411720301	 0000622143283,00	
411720302	 0057997234159,00	
411720303	 0000045146520,00	
411720304	 0000060138638,00	
411720309	 0060467135172,00	
411740000	 0000000000000,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0000000000000,00	
411800000	 0068587900740,00	
411800100	 0115073276327,00	
411800200	-0067368091064,00	
411800300	 0020882715477,00	
412000000	-1456590097654,00	
412100000	-1356988112853,00	
412150000	-0166794186100,00	
412150100	-0166450609053,00	
412150101	 0000000000000,00	
412150102	 0000000000000,00	
412150103	-0166444034757,00	
412150104	-0000006574296,00	
412150200	-0000343577047,00	
412150201	 0000000000000,00	
412150202	-0000343577047,00	
412150300	 0000000000000,00	
412150500	 0000000000000,00	
412180000	-0874690616952,00	
412180100	-0873857546010,00	
412180200	-0000063151200,00	
412180201	-0000040179210,00	
412180202	-0000022971990,00	
412180300	-0000769919742,00	
412180301	 0000000000000,00	
412180302	-0000769919742,00	
412180390	 0000000000000,00	
412250000	-0029237429345,00	
412250100	-0000010250281,00	
412250101	 0000000000000,00	
412250102	-0000010250281,00	
412250103	 0000000000000,00	
412250200	-0003063679142,00	
412250201	 0000000000000,00	
412250202	 0000000000000,00	
412250203	-0003063679142,00	
412250300	-0019538528610,00	
412250301	-0019538528610,00	
