039	ITAÚ CORPBANCA
811000000	 1552127882842,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1184098039478,00	
811200100	 1054465101497,00	
811200101	 0836787716443,00	
811200102	 0217315256854,00	
811200103	 0000362128200,00	
811200104	 0000000000000,00	
811200600	 0000260051650,00	
811200700	 0009423073723,00	
811200800	 0000273457632,00	
811200900	 0003685842217,00	
811201000	 0065570502021,00	
811201100	 0048510777660,00	
811201200	 0001909233078,00	
811300000	 0231102582326,00	
811300100	 0001316948477,00	
811300200	 0007093913500,00	
811300300	 0000000000000,00	
811300400	 0206844810415,00	
811300500	 0012760289056,00	
811300600	 0003086620878,00	
811400000	 0136927261038,00	
811400100	 0110200366499,00	
811400200	 0007887393659,00	
811400300	 0017720915086,00	
811400400	 0000009704283,00	
811400500	 0001108881511,00	
812000000	 0950162323503,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0691724858954,00	
812200100	 0571638656634,00	
812200101	 0430944321885,00	
812200102	 0100951674405,00	
812200103	 0039742660344,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0001052020718,00	
812200800	 0000261781709,00	
812200900	 0000000000000,00	
812201000	 0052580286883,00	
812201100	 0066192113010,00	
812201200	 0000000000000,00	
812300000	 0180634465912,00	
812300100	 0000723299878,00	
812300200	 0003212180005,00	
812300300	 0000000000000,00	
812300400	 0120790672898,00	
812300500	 0055219470423,00	
812300600	 0000688842708,00	
812400000	 0077802998637,00	
812400100	 0060553391049,00	
812400200	 0000094807443,00	
812400300	 0013570038696,00	
812400400	 0000040260705,00	
812400500	 0003544500744,00	
813000000	 0161966718059,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0084102499210,00	
813200100	 0058659471368,00	
813200101	 0023901860414,00	
813200102	 0033119290014,00	
813200103	 0001638320940,00	
813200104	 0000000000000,00	
813200600	 0017239440986,00	
813200700	 0001672888517,00	
813200800	 0000021715211,00	
813200900	 0000002203795,00	
813201000	 0001751680763,00	
813201100	 0004755098570,00	
813201200	 0000000000000,00	
813300000	 0003757081570,00	
813300100	 0000001554467,00	
813300200	 0000133868130,00	
813300300	 0000000000000,00	
813300400	 0003284773620,00	
813300500	 0000336885353,00	
813300600	 0000000000000,00	
813400000	 0074107137279,00	
813400100	 0054894264868,00	
813400200	 0003210024518,00	
813400300	 0014548908771,00	
813400400	 0000002240215,00	
813400500	 0001451698907,00	
814000000	 0030260912993,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0010076794124,00	
814200100	 0006559813635,00	
814200101	 0004296461718,00	
814200102	 0002263351917,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000221849579,00	
814200800	 0000046913670,00	
814200900	 0000009377051,00	
814201000	 0001249395054,00	
814201100	 0001989445135,00	
814201200	 0000000000000,00	
814300000	 0003142026147,00	
814300100	 0000193528894,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0002791552247,00	
814300500	 0000156945006,00	
814300600	 0000000000000,00	
814400000	 0017042092722,00	
814400100	 0012971299675,00	
814400200	 0000972902113,00	
814400300	 0002730165957,00	
814400400	 0000038561257,00	
814400500	 0000329163720,00	
821000000	 27056492255730,00	
821100000	 0054134951805,00	
821100100	 0000000000000,00	
821100200	 0054134951805,00	
821200000	 16990835629544,00	
821200100	 13289121111806,00	
821200101	 8752623167759,00	
821200102	 3544396897962,00	
821200103	 0992101046085,00	
821200104	 0000000000000,00	
821200600	 1598646220516,00	
821200700	 0103801275968,00	
821200800	 0027753564316,00	
821200900	 0323591087367,00	
821201000	 1015522392056,00	
821201100	 0632399977515,00	
821201200	 0000000000000,00	
821300000	 6802477145873,00	
821300100	 0015279360083,00	
821300200	 0078034201737,00	
821300300	 0000000000000,00	
821300400	 6320172051205,00	
821300500	 0336595290097,00	
821300600	 0052396242751,00	
821400000	 3209044528508,00	
821400100	 2311235243860,00	
