012	BANCO DEL ESTADO DE CHILE
811000000	 2425416988920,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0910218463538,00	
811200100	 0715301416429,00	
811200101	 0657471589238,00	
811200102	 0000000000000,00	
811200103	 0057829827191,00	
811200104	 0000000000000,00	
811200600	 0006339841521,00	
811200700	 0005606271360,00	
811200800	 0000306287816,00	
811200900	 0000355256492,00	
811201000	 0061868973286,00	
811201100	 0118466839164,00	
811201200	 0001973577470,00	
811300000	 1236955731381,00	
811300100	 0039539332731,00	
811300200	 0071906116950,00	
811300300	 0000000000000,00	
811300400	 1098719169851,00	
811300500	 0000000000000,00	
811300600	 0026791111849,00	
811400000	 0278242794001,00	
811400100	 0249878691153,00	
811400200	 0011197324189,00	
811400300	 0017166778659,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0874706013263,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0358903681916,00	
812200100	 0224328786012,00	
812200101	 0202825590896,00	
812200102	 0000000000000,00	
812200103	 0021503195116,00	
812200104	 0000000000000,00	
812200600	 0005358525011,00	
812200700	 0001876752486,00	
812200800	 0000180991231,00	
812200900	 0000131046279,00	
812201000	 0026314544924,00	
812201100	 0098441918079,00	
812201200	 0002271117894,00	
812300000	 0476935580758,00	
812300100	 0015057053158,00	
812300200	 0029193003668,00	
812300300	 0000000000000,00	
812300400	 0423838881993,00	
812300500	 0000000000000,00	
812300600	 0008846641939,00	
812400000	 0038866750589,00	
812400100	 0033449757616,00	
812400200	 0000816804476,00	
812400300	 0004600188497,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0110827477038,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0048063906145,00	
813200100	 0031185499018,00	
813200101	 0031185499018,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000461708106,00	
813200700	 0000000000000,00	
813200800	 0000000000000,00	
813200900	 0000025791828,00	
813201000	 0002162936339,00	
813201100	 0008458560527,00	
813201200	 0005769410327,00	
813300000	 0017167715626,00	
813300100	 0000850053673,00	
813300200	 0001068288453,00	
813300300	 0000000000000,00	
813300400	 0011583953686,00	
813300500	 0000000000000,00	
813300600	 0003665419814,00	
813400000	 0045595855267,00	
813400100	 0038172494770,00	
813400200	 0001311198135,00	
813400300	 0006112162362,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0040732400436,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0018777329486,00	
814200100	 0014975354186,00	
814200101	 0014975354186,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000078401398,00	
814200800	 0000000000000,00	
814200900	 0000595235713,00	
814201000	 0000684997544,00	
814201100	 0000000000000,00	
814201200	 0002443340645,00	
814300000	 0006864582754,00	
814300100	 0000478004878,00	
814300200	 0000150313921,00	
814300300	 0000000000000,00	
814300400	 0005270822908,00	
814300500	 0000000000000,00	
814300600	 0000965441047,00	
814400000	 0015090488196,00	
814400100	 0009370027846,00	
814400200	 0001527284163,00	
814400300	 0004193176187,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 30805369959437,00	
821100000	 1246992664669,00	
821100100	 0000000000000,00	
821100200	 1246992664669,00	
821200000	 15256911266988,00	
821200100	 11762319932631,00	
821200101	 10901109883308,00	
821200102	 0030551109537,00	
821200103	 0642655792057,00	
821200104	 0188003147729,00	
821200600	 0991534354778,00	
821200700	 0231251633157,00	
821200800	 0003756427933,00	
821200900	 0262867567450,00	
821201000	 0902578625117,00	
821201100	 1097583530621,00	
821201200	 0005019195301,00	
821300000	 12232146766412,00	
821300100	 0249557340491,00	
821300200	 0482152369442,00	
821300300	 0000000000000,00	
821300400	 11311856129285,00	
821300500	 0000000000000,00	
821300600	 0188580927194,00	
821400000	 2069319261368,00	
821400100	 1659774938921,00	
821400200	 0077983578537,00	
821400300	 0331560743910,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 5762084851255,00	
831100000	 0626826147554,00	
831100100	 0519080715311,00	
831100200	 0107745432243,00	
831200000	 0420826468040,00	
831300000	 0000000000000,00	
831500000	 1615827075640,00	
831500100	 1349369360957,00	
831500200	 0266457714683,00	
831600000	 0000000000000,00	
831600100	 0000000000000,00	
831600200	 0000000000000,00	
831600300	 0000000000000,00	
831600400	 0000000000000,00	
831600500	 0000000000000,00	
831700000	 1737491762489,00	
831700100	 0493845840483,00	
831700200	 0007706290099,00	
831700300	 0318761720964,00	
831700400	 0917177910943,00	
831700500	 0000000000000,00	
831800000	 1361113397532,00	
831800100	 0810233980286,00	
831800200	 0550879417246,00	
831900000	 0000000000000,00	
832000000	 0157485533435,00	
832100000	 0101710984733,00	
832100100	 0052119698549,00	
832100200	 0049591286184,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 0055774548702,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0055774548702,00	
832700201	 0000000000000,00	
832700202	 0055774548702,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 8928086320733,00	
833050000	 2867881579413,00	
833050100	 0000000000000,00	
833050200	 2867881579413,00	
833100000	 0820896634096,00	
833200000	 0005236500000,00	
833300000	 5234071607224,00	
833300100	 5233258760826,00	
833300200	 0000812846398,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0000000000000,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0082070000000,00	
841000100	 0049500000000,00	
841000200	 0032570000000,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0000000000000,00	
841000600	 0000000000000,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0001361708510,00	
844200000	 0039269491447,00	
844300000	 0027356872148,00	
844400000	 0000000000000,00	
844400100	 0000000000000,00	
844400200	 0000000000000,00	
844500000	 1393344410000,00	
844500100	 0178734580000,00	
844500200	 0000000000000,00	
844500300	 1214609830000,00	
844600000	 0000456803988,00	
845250000	 1557779756170,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
845250300	 0000000000000,00	
845250400	 0000000000000,00	
845250500	 1554883883563,00	
845250501	 1014699842659,00	
845250502	 0001302438743,00	
845250503	 0146342352138,00	
845250504	 0100251377614,00	
845250505	 0017450618725,00	
845250509	 0274837253684,00	
845250600	 0002895872607,00	
845250601	 0000000000000,00	
845250602	 0002895872607,00	
845250603	 0000000000000,00	
845250609	 0000000000000,00	
845500000	 0068995223266,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0016360039541,00	
845500400	 0000000000000,00	
845500500	 0052635183725,00	
845500501	 0003327331287,00	
845500502	 0000000000000,00	
845500503	 0000019840728,00	
845500504	 0000000000000,00	
845500509	 0049288011710,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0000417518589,00	
847100000	 0007786037131,00	
847100100	 0000006321535,00	
847100200	 0005328038320,00	
847100300	 0001180842307,00	
847100400	 0000027819785,00	
847100500	 0000498306832,00	
847100600	 0000387527708,00	
847100700	 0000357180644,00	
847200000	 0008203555720,00	
847200100	 0000279468387,00	
847200200	 0007339485569,00	
847200300	 0000069607231,00	
847200400	 0000000000000,00	
847200500	 0000000000000,00	
847200600	 0000047392021,00	
847200700	 0000467602512,00	
851000000	 10735195156423,00	
851100000	 1246992664669,00	
851200000	 9488202491754,00	
852000000	 0570660924095,00	
852100000	 0000000000000,00	
852200000	 0570660924095,00	
853000000	 0282937278337,00	
853100000	 0000000000000,00	
853200000	 0282937278337,00	
854000000	 17180665403623,00	
854200000	 4406689685908,00	
854300000	 10983093199934,00	
854400000	 1790882517781,00	
855000000	 2015575470195,00	
855200000	 0500376944813,00	
855300000	 1236955731381,00	
855400000	 0278242794001,00	
856050000	 3534616161768,00	
856050100	 0626197296866,00	
856050200	 0417200761667,00	
856050300	 0000000000000,00	
856050400	 1557367750306,00	
856050500	 0407422904829,00	
856050600	 0000000000000,00	
856050800	 0526427448100,00	
856050900	 0000000000000,00	
856150000	 0049636346090,00	
856150100	 0000628850688,00	
856150200	 0001834082659,00	
856150300	 0000000000000,00	
856150400	 0041658870893,00	
856150500	 0000481655323,00	
856150600	 0000000000000,00	
856150800	 0005032886527,00	
856150900	 0000000000000,00	
856250000	 0003314694433,00	
856250100	 0000000000000,00	
856250200	 0000000000000,00	
856250300	 0000000000000,00	
856250400	 0003155389667,00	
856250500	 0000043675492,00	
856250600	 0000000000000,00	
856250800	 0000115629274,00	
856250900	 0000000000000,00	
856350000	 0931409129488,00	
856350100	 0000000000000,00	
856350200	 0001791623714,00	
856350300	 0000000000000,00	
856350400	 0013182794570,00	
856350500	 0092377927325,00	
856350600	 0000000000000,00	
856350700	 0804772631964,00	
856350800	 0019284151915,00	
856350900	 0000000000000,00	
856450000	 0007168887569,00	
856450100	 0000000000000,00	
856450200	 0000000000000,00	
856450300	 0000000000000,00	
856450400	 0000462270204,00	
856450500	 0001225967613,00	
856450600	 0000000000000,00	
856450700	 0005461348322,00	
856450800	 0000019301430,00	
856450900	 0000000000000,00	
856550000	 1211529152534,00	
856550100	 0290250294276,00	
856550200	 0897375994897,00	
856550300	 0023902863361,00	
856550400	 0000000000000,00	
856550500	 0000000000000,00	
856550600	 0000000000000,00	
856650000	 0024410479373,00	
856650100	 0004403942065,00	
856650200	 0019801916046,00	
856650300	 0000204621262,00	
856650400	 0000000000000,00	
856650500	 0000000000000,00	
856650600	 0000000000000,00	
856750000	 0000000000000,00	
856750100	 0000000000000,00	
856750200	 0000000000000,00	
856750300	 0000000000000,00	
856750400	 0000000000000,00	
856750500	 0000000000000,00	
856750600	 0000000000000,00	
856750800	 0000000000000,00	
856750900	 0000000000000,00	
856850000	 0000000000000,00	
856850100	 0000000000000,00	
856850200	 0000000000000,00	
856850300	 0000000000000,00	
856850400	 0000000000000,00	
856850500	 0000000000000,00	
856850600	 0000000000000,00	
856850800	 0000000000000,00	
856850900	 0000000000000,00	
856950000	 0000000000000,00	
856950100	 0000000000000,00	
856950200	 0000000000000,00	
856950300	 0000000000000,00	
856950400	 0000000000000,00	
856950500	 0000000000000,00	
856950600	 0000000000000,00	
856950800	 0000000000000,00	
856950900	 0000000000000,00	
857000000	 0714523424219,00	
857100000	 0000000000000,00	
857100100	 0000000000000,00	
857100200	 0000000000000,00	
857200000	 0331717857923,00	
857200100	 0206257013004,00	
857200101	 0192477893547,00	
857200102	 0000000000000,00	
857200103	 0013779119457,00	
857200104	 0000000000000,00	
857200600	 0004949298424,00	
857200700	 0001858851808,00	
857200800	 0000213047761,00	
857200900	 0000227597876,00	
857201000	 0019114570343,00	
857201100	 0097633772416,00	
857201200	 0001463706291,00	
857300000	 0335841678971,00	
857300100	 0011307318480,00	
857300200	 0021017870757,00	
857300300	 0000000000000,00	
857300400	 0296453516902,00	
857300500	 0000000000000,00	
857300600	 0007062972832,00	
857400000	 0046963887325,00	
857400100	 0039485165438,00	
857400200	 0001222138417,00	
857400300	 0006256583470,00	
857400400	 0000000000000,00	
857400500	 0000000000000,00	
858000000	 0000000000000,00	
858100000	 0000000000000,00	
