037	BANCO SANTANDER-CHILE
811000000	 1783876455496,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1194622444245,00	
811200100	 1019463420437,00	
811200101	 1019442474372,00	
811200102	 0000000000000,00	
811200103	 0000020946065,00	
811200104	 0000000000000,00	
811200600	 0026059501511,00	
811200700	 0010974726606,00	
811200800	 0007662721130,00	
811200900	 0005877433420,00	
811201000	 0108129995338,00	
811201100	 0007334085283,00	
811201200	 0009120560520,00	
811300000	 0424853532592,00	
811300100	 0000165059464,00	
811300200	 0000323608966,00	
811300300	 0002120176325,00	
811300400	 0419828027605,00	
811300500	 0000000000000,00	
811300600	 0002416660232,00	
811400000	 0164400478659,00	
811400100	 0147242243010,00	
811400200	 0004045607875,00	
811400300	 0012829169213,00	
811400400	 0000008955962,00	
811400500	 0000274502599,00	
812000000	 0861551783934,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0504907398405,00	
812200100	 0461572714902,00	
812200101	 0461558794312,00	
812200102	 0000000000000,00	
812200103	 0000013920590,00	
812200104	 0000000000000,00	
812200600	 0004565465891,00	
812200700	 0000312119244,00	
812200800	 0002720636793,00	
812200900	 0000007201902,00	
812201000	 0028782957921,00	
812201100	 0005420964917,00	
812201200	 0001525336835,00	
812300000	 0187567642565,00	
812300100	 0000086414162,00	
812300200	 0000220003955,00	
812300300	 0000838854931,00	
812300400	 0185453680340,00	
812300500	 0000000000000,00	
812300600	 0000968689177,00	
812400000	 0169076742964,00	
812400100	 0160870948884,00	
812400200	 0000000046109,00	
812400300	 0008205731432,00	
812400400	 0000000000000,00	
812400500	 0000000016539,00	
813000000	 0152142010735,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0071772723712,00	
813200100	 0051737222864,00	
813200101	 0051736105756,00	
813200102	 0000000000000,00	
813200103	 0000001117108,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0002925077366,00	
813200800	 0003195713175,00	
813200900	 0001944353645,00	
813201000	 0004359939067,00	
813201100	 0000791158161,00	
813201200	 0006819259434,00	
813300000	 0010153447471,00	
813300100	 0000015460771,00	
813300200	 0000003905355,00	
813300300	 0000000000000,00	
813300400	 0010129478318,00	
813300500	 0000000000000,00	
813300600	 0000004603027,00	
813400000	 0070215839552,00	
813400100	 0055821948194,00	
813400200	 0002633410816,00	
813400300	 0011302066250,00	
813400400	 0000015871149,00	
813400500	 0000442543143,00	
814000000	 0045245880322,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0024050252874,00	
814200100	 0018038620732,00	
814200101	 0018031183549,00	
814200102	 0000000000000,00	
814200103	 0000007437183,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000252768006,00	
814200800	 0000301057470,00	
814200900	 0001008747654,00	
814201000	 0002654301249,00	
814201100	 0000130333689,00	
814201200	 0001664424074,00	
814300000	 0009373943383,00	
814300100	 0000006928758,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0009361746909,00	
814300500	 0000000000000,00	
814300600	 0000005267716,00	
814400000	 0011821684065,00	
814400100	 0009043662857,00	
814400200	 0000607388943,00	
814400300	 0002065056380,00	
814400400	 0000012391945,00	
814400500	 0000093183940,00	
821000000	 38892124320382,00	
821100000	 0000012177332,00	
821100100	 0000000000000,00	
821100200	 0000012177332,00	
821200000	 19047713748220,00	
821200100	 14512783677517,00	
821200101	 14512582158512,00	
821200102	 0000000000000,00	
821200103	 0000201519005,00	
821200104	 0000000000000,00	
821200600	 1636777756911,00	
821200700	 0129189812886,00	
821200800	 0124838278562,00	
821200900	 1011617596597,00	
821201000	 1356448761477,00	
821201100	 0054937443534,00	
821201200	 0221120420736,00	
821300000	 14741236123934,00	
821300100	 0003093877956,00	
821300200	 0003046306428,00	
821300300	 0085719009834,00	
821300400	 14567405655696,00	
821300500	 0000000000000,00	
821300600	 0081971274020,00	
821400000	 5103162270896,00	
821400100	 3569681183608,00	
821400200	 0139843594800,00	
821400300	 1390239019547,00	
821400400	 0002757053529,00	
821400500	 0000641419412,00	
831000000	 12152614772277,00	
831100000	 0698286165630,00	
831100100	 0475879005048,00	
831100200	 0222407160582,00	
831200000	 0464524251615,00	
831300000	 0000000000000,00	
831500000	 1489320264716,00	
831500100	 1220946526376,00	
831500200	 0268373738340,00	
831600000	 9302442689831,00	
831600100	 1574504303972,00	
831600200	 0433931379201,00	
831600300	 0872876376492,00	
831600400	 6421130630166,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0198041400485,00	
831800100	 0002154085481,00	
831800200	 0195887315004,00	
831900000	 0000000000000,00	
832000000	 1216310802266,00	
832100000	 0106117557559,00	
832100100	 0085485170107,00	
832100200	 0020632387452,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0008800559130,00	
