001	BANCO DE CHILE
8110000	 0000000770860,00	
8111000	 0000000000000,00	
8113000	 0000000363255,00	
8114000	 0000000158495,00	
8115000	 0000000249110,00	
8130000	 0000000076278,00	
8131000	 0000000000000,00	
8133000	 0000000015550,00	
8134000	 0000000001579,00	
8135000	 0000000059149,00	
8140000	 0000000012587,00	
8141000	 0000000000000,00	
8143000	 0000000003401,00	
8144000	 0000000000687,00	
8145000	 0000000008499,00	
8310000	 0000010035897,00	
8311000	 0000000297351,00	
8312000	 0000000033454,00	
8314000	 0000000178887,00	
8315000	 0000002185558,00	
8315100	 0000001858249,00	
8315200	 0000000327309,00	
8317000	 0000007294485,00	
8318000	 0000000046162,00	
8318100	 0000000000000,00	
8318900	 0000000046162,00	
8319000	 0000000000000,00	
8510000	 0000011219961,00	
8511000	 0000000428461,00	
8513000	 0000010791500,00	
8520000	 0000000111093,00	
8521000	 0000000000000,00	
8523000	 0000000111093,00	
8530000	 0000000157995,00	
8531000	 0000000000000,00	
8533000	 0000000157995,00	
8540000	 0000014188944,00	
8543000	 0000003000913,00	
8544000	 0000007356554,00	
8545000	 0000003831477,00	
8560000	 0000000609683,00	
8563000	 0000000202078,00	
8564000	 0000000158495,00	
8565000	 0000000249110,00	
8610000	 0000004061214,00	
8620000	 0000000011963,00	
8630000	 0000000001121,00	
8640000	 0000005950775,00	
8660000	 0000000010824,00	
