049	BANCO SECURITY
8110000	 0000000172032,00	
8111000	 0000000000000,00	
8113000	 0000000156698,00	
8114000	 0000000006973,00	
8115000	 0000000008361,00	
8130000	 0000000005415,00	
8131000	 0000000000000,00	
8133000	 0000000002569,00	
8134000	 0000000000178,00	
8135000	 0000000002668,00	
8140000	 0000000001143,00	
8141000	 0000000000000,00	
8143000	 0000000000281,00	
8144000	 0000000000000,00	
8145000	 0000000000862,00	
8310000	 0000001021735,00	
8311000	 0000000005325,00	
8312000	 0000000000000,00	
8314000	 0000000008408,00	
8315000	 0000000215538,00	
8315100	 0000000199442,00	
8315200	 0000000016096,00	
8317000	 0000000792464,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002087257,00	
8511000	 0000000000043,00	
8513000	 0000002087214,00	
8520000	 0000000736953,00	
8521000	 0000000000000,00	
8523000	 0000000736953,00	
8530000	 0000000134942,00	
8531000	 0000000000000,00	
8533000	 0000000134942,00	
8540000	 0000001111384,00	
8543000	 0000000205169,00	
8544000	 0000000551765,00	
8545000	 0000000354450,00	
8560000	 0000000022703,00	
8563000	 0000000007370,00	
8564000	 0000000006972,00	
8565000	 0000000008361,00	
8610000	 0000000371344,00	
8620000	 0000000023191,00	
8630000	 0000000001823,00	
8640000	 0000000624794,00	
8660000	 0000000000583,00	
