039	ITAÚ CORPBANCA
8110000	 0000000260920,00	
8111000	 0000000000000,00	
8113000	 0000000154409,00	
8114000	 0000000068484,00	
8115000	 0000000038027,00	
8130000	 0000000016253,00	
8131000	 0000000000000,00	
8133000	 0000000007470,00	
8134000	 0000000000129,00	
8135000	 0000000008654,00	
8140000	 0000000001384,00	
8141000	 0000000000000,00	
8143000	 0000000000252,00	
8144000	 0000000000017,00	
8145000	 0000000001115,00	
8310000	 0000002197609,00	
8311000	 0000000074054,00	
8312000	 0000000002803,00	
8314000	 0000000032531,00	
8315000	 0000000246105,00	
8315100	 0000000185216,00	
8315200	 0000000060889,00	
8317000	 0000001037493,00	
8318000	 0000000804623,00	
8318100	 0000000551668,00	
8318900	 0000000252955,00	
8319000	 0000000000000,00	
8510000	 0000003620295,00	
8511000	 0000000044556,00	
8513000	 0000003575739,00	
8520000	 0000000043810,00	
8521000	 0000000000000,00	
8523000	 0000000043810,00	
8530000	 0000000088165,00	
8531000	 0000000000000,00	
8533000	 0000000088165,00	
8540000	 0000002994481,00	
8543000	 0000000843244,00	
8544000	 0000001487217,00	
8545000	 0000000664020,00	
8560000	 0000000167021,00	
8563000	 0000000060510,00	
8564000	 0000000068484,00	
8565000	 0000000038027,00	
8610000	 0000000937295,00	
8620000	 0000000000939,00	
8630000	 0000000001019,00	
8640000	 0000001257862,00	
8660000	 0000000000494,00	
