012	BANCO DEL ESTADO DE CHILE
8110000	 0000001579337,00	
8111000	 0000000000000,00	
8113000	 0000000432858,00	
8114000	 0000001001937,00	
8115000	 0000000144542,00	
8130000	 0000000041962,00	
8131000	 0000000000000,00	
8133000	 0000000013743,00	
8134000	 0000000002729,00	
8135000	 0000000025490,00	
8140000	 0000000019564,00	
8141000	 0000000000000,00	
8143000	 0000000008138,00	
8144000	 0000000005726,00	
8145000	 0000000005700,00	
8310000	 0000003292134,00	
8311000	 0000000218428,00	
8312000	 0000000039447,00	
8314000	 0000000044931,00	
8315000	 0000001075404,00	
8315100	 0000000921178,00	
8315200	 0000000154226,00	
8317000	 0000001226169,00	
8318000	 0000000687755,00	
8318100	 0000000363235,00	
8318900	 0000000324520,00	
8319000	 0000000000000,00	
8510000	 0000007857400,00	
8511000	 0000000295218,00	
8513000	 0000007562182,00	
8520000	 0000000335088,00	
8521000	 0000000000000,00	
8523000	 0000000335088,00	
8530000	 0000000134152,00	
8531000	 0000000000000,00	
8533000	 0000000134152,00	
8540000	 0000010313795,00	
8543000	 0000002373772,00	
8544000	 0000006526878,00	
8545000	 0000001413145,00	
8560000	 0000001337169,00	
8563000	 0000000190690,00	
8564000	 0000001001937,00	
8565000	 0000000144542,00	
8610000	 0000002069372,00	
8620000	 0000000028185,00	
8630000	 0000000000601,00	
8640000	 0000001187427,00	
8660000	 0000000006549,00	
