016	BANCO DE CRÉDITO E INVERSIONES
8110000	 0000000902726,00	
8111000	 0000000000000,00	
8113000	 0000000511830,00	
8114000	 0000000176352,00	
8115000	 0000000214544,00	
8130000	 0000000046782,00	
8131000	 0000000000000,00	
8133000	 0000000019550,00	
8134000	 0000000001480,00	
8135000	 0000000025752,00	
8140000	 0000000011390,00	
8141000	 0000000000000,00	
8143000	 0000000005469,00	
8144000	 0000000000592,00	
8145000	 0000000005329,00	
8310000	 0000005369573,00	
8311000	 0000000327049,00	
8312000	 0000000002779,00	
8314000	 0000000131759,00	
8315000	 0000000972124,00	
8315100	 0000000806428,00	
8315200	 0000000165696,00	
8317000	 0000003736184,00	
8318000	 0000000199678,00	
8318100	 0000000044458,00	
8318900	 0000000155220,00	
8319000	 0000000000000,00	
8510000	 0000008144671,00	
8511000	 0000000161347,00	
8513000	 0000007983324,00	
8520000	 0000000543136,00	
8521000	 0000000000000,00	
8523000	 0000000543136,00	
8530000	 0000000189927,00	
8531000	 0000000000000,00	
8533000	 0000000189927,00	
8540000	 0000010848316,00	
8543000	 0000004268345,00	
8544000	 0000004347525,00	
8545000	 0000002232446,00	
8560000	 0000000680473,00	
8563000	 0000000289577,00	
8564000	 0000000176352,00	
8565000	 0000000214544,00	
8610000	 0000002300653,00	
8620000	 0000000032592,00	
8630000	 0000000012485,00	
8640000	 0000003006966,00	
8660000	 0000000016877,00	
