049	BANCO SECURITY
8110000	 0000000237650,00	
8111000	 0000000000000,00	
8113000	 0000000216872,00	
8114000	 0000000007101,00	
8115000	 0000000013677,00	
8130000	 0000000012592,00	
8131000	 0000000000000,00	
8133000	 0000000006184,00	
8134000	 0000000000351,00	
8135000	 0000000006057,00	
8140000	 0000000001948,00	
8141000	 0000000000000,00	
8143000	 0000000000813,00	
8144000	 0000000000085,00	
8145000	 0000000001050,00	
8310000	 0000001107134,00	
8311000	 0000000005483,00	
8312000	 0000000000000,00	
8314000	 0000000028528,00	
8315000	 0000000218726,00	
8315100	 0000000201775,00	
8315200	 0000000016951,00	
8317000	 0000000854397,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002717475,00	
8511000	 0000000001200,00	
8513000	 0000002716275,00	
8520000	 0000000723998,00	
8521000	 0000000000000,00	
8523000	 0000000723998,00	
8530000	 0000000147775,00	
8531000	 0000000000000,00	
8533000	 0000000147775,00	
8540000	 0000001359493,00	
8543000	 0000000289986,00	
8544000	 0000000619290,00	
8545000	 0000000450217,00	
8560000	 0000000038102,00	
8563000	 0000000017324,00	
8564000	 0000000007101,00	
8565000	 0000000013677,00	
8610000	 0000000408575,00	
8620000	 0000000014772,00	
8630000	 0000000005431,00	
8640000	 0000000678185,00	
8660000	 0000000000171,00	
