055	BANCO CONSORCIO
8110000	 0000000056590,00	
8111000	 0000000000000,00	
8113000	 0000000054474,00	
8114000	 0000000000315,00	
8115000	 0000000001801,00	
8130000	 0000000001791,00	
8131000	 0000000000000,00	
8133000	 0000000000988,00	
8134000	 0000000000027,00	
8135000	 0000000000776,00	
8140000	 0000000000237,00	
8141000	 0000000000000,00	
8143000	 0000000000004,00	
8144000	 0000000000005,00	
8145000	 0000000000228,00	
8310000	 0000000069470,00	
8311000	 0000000000000,00	
8312000	 0000000006132,00	
8314000	 0000000000000,00	
8315000	 0000000051632,00	
8315100	 0000000049738,00	
8315200	 0000000001894,00	
8317000	 0000000011706,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001821310,00	
8511000	 0000000000000,00	
8513000	 0000001821310,00	
8520000	 0000000139465,00	
8521000	 0000000000000,00	
8523000	 0000000139465,00	
8530000	 0000000028770,00	
8531000	 0000000000000,00	
8533000	 0000000028770,00	
8540000	 0000000177786,00	
8543000	 0000000005146,00	
8544000	 0000000101102,00	
8545000	 0000000071538,00	
8560000	 0000000002190,00	
8563000	 0000000000074,00	
8564000	 0000000000315,00	
8565000	 0000000001801,00	
8610000	 0000000067348,00	
8620000	 0000000000898,00	
8630000	 0000000000122,00	
8640000	 0000000001101,00	
8660000	 0000000000001,00	
