009	BANCO INTERNACIONAL
8110000	 0000000105966,00	
8111000	 0000000000000,00	
8113000	 0000000102039,00	
8114000	 0000000003281,00	
8115000	 0000000000646,00	
8130000	 0000000001305,00	
8131000	 0000000000000,00	
8133000	 0000000001058,00	
8134000	 0000000000071,00	
8135000	 0000000000176,00	
8140000	 0000000000442,00	
8141000	 0000000000000,00	
8143000	 0000000000318,00	
8144000	 0000000000050,00	
8145000	 0000000000074,00	
8310000	 0000000267539,00	
8311000	 0000000000757,00	
8312000	 0000000000000,00	
8314000	 0000000003487,00	
8315000	 0000000043457,00	
8315100	 0000000042075,00	
8315200	 0000000001382,00	
8317000	 0000000055024,00	
8318000	 0000000164814,00	
8318100	 0000000164814,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001041531,00	
8511000	 0000000000000,00	
8513000	 0000001041531,00	
8520000	 0000000088884,00	
8521000	 0000000000000,00	
8523000	 0000000088884,00	
8530000	 0000000087542,00	
8531000	 0000000000000,00	
8533000	 0000000087542,00	
8540000	 0000000033613,00	
8543000	 0000000005277,00	
8544000	 0000000023263,00	
8545000	 0000000005073,00	
8560000	 0000000004961,00	
8563000	 0000000001034,00	
8564000	 0000000003281,00	
8565000	 0000000000646,00	
8610000	 0000000089790,00	
8620000	 0000000004328,00	
8630000	 0000000001013,00	
8640000	 0000000172355,00	
8660000	 0000000000053,00	
