014	SCOTIABANK CHILE
8110000	 0000000497394,00	
8111000	 0000000000000,00	
8113000	 0000000241434,00	
8114000	 0000000173501,00	
8115000	 0000000082459,00	
8130000	 0000000062220,00	
8131000	 0000000000000,00	
8133000	 0000000009747,00	
8134000	 0000000001242,00	
8135000	 0000000051231,00	
8140000	 0000000026234,00	
8141000	 0000000000000,00	
8143000	 0000000005719,00	
8144000	 0000000002067,00	
8145000	 0000000018448,00	
8310000	 0000003763092,00	
8311000	 0000000148124,00	
8312000	 0000000003628,00	
8314000	 0000000032807,00	
8315000	 0000000277916,00	
8315100	 0000000143208,00	
8315200	 0000000134708,00	
8317000	 0000002849564,00	
8318000	 0000000451053,00	
8318100	 0000000451053,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002835775,00	
8511000	 0000000070819,00	
8513000	 0000002764956,00	
8520000	 0000000143293,00	
8521000	 0000000000000,00	
8523000	 0000000143293,00	
8530000	 0000000044569,00	
8531000	 0000000000000,00	
8533000	 0000000044569,00	
8540000	 0000005185344,00	
8543000	 0000001122882,00	
8544000	 0000002759021,00	
8545000	 0000001303441,00	
8560000	 0000000356557,00	
8563000	 0000000100597,00	
8564000	 0000000173501,00	
8565000	 0000000082459,00	
8610000	 0000000543211,00	
8620000	 0000000005294,00	
8630000	 0000000000241,00	
8640000	 0000003204739,00	
8660000	 0000000009607,00	
