039	ITAÚ CORPBANCA
8110000	 0000000901955,00	
8111000	 0000000000000,00	
8113000	 0000000708543,00	
8114000	 0000000112415,00	
8115000	 0000000080997,00	
8130000	 0000000107742,00	
8131000	 0000000000000,00	
8133000	 0000000044982,00	
8134000	 0000000002400,00	
8135000	 0000000060360,00	
8140000	 0000000010873,00	
8141000	 0000000000000,00	
8143000	 0000000004186,00	
8144000	 0000000000626,00	
8145000	 0000000006061,00	
8310000	 0000005266857,00	
8311000	 0000000223878,00	
8312000	 0000000000848,00	
8314000	 0000000065124,00	
8315000	 0000001115126,00	
8315100	 0000000848096,00	
8315200	 0000000267030,00	
8317000	 0000002556993,00	
8318000	 0000001304888,00	
8318100	 0000000769261,00	
8318900	 0000000535627,00	
8319000	 0000000000000,00	
8510000	 0000012348140,00	
8511000	 0000000381418,00	
8513000	 0000011966722,00	
8520000	 0000000492421,00	
8521000	 0000000000000,00	
8523000	 0000000492421,00	
8530000	 0000000353847,00	
8531000	 0000000000000,00	
8533000	 0000000353847,00	
8540000	 0000008173639,00	
8543000	 0000002207096,00	
8544000	 0000003680175,00	
8545000	 0000002286368,00	
8560000	 0000000339942,00	
8563000	 0000000146530,00	
8564000	 0000000112415,00	
8565000	 0000000080997,00	
8610000	 0000002434942,00	
8620000	 0000000033649,00	
8630000	 0000000012136,00	
8640000	 0000002782655,00	
8660000	 0000000003475,00	
