999	SISTEMA FINANCIERO
8110000	 0000007439881,00	
8111000	 0000000000000,00	
8113000	 0000003970667,00	
8114000	 0000002205559,00	
8115000	 0000001263655,00	
8130000	 0000000921006,00	
8131000	 0000000000000,00	
8133000	 0000000267342,00	
8134000	 0000000033563,00	
8135000	 0000000620101,00	
8140000	 0000000227388,00	
8141000	 0000000000000,00	
8143000	 0000000070221,00	
8144000	 0000000028038,00	
8145000	 0000000129129,00	
8310000	 0000045202819,00	
8311000	 0000001437844,00	
8312000	 0000000356366,00	
8314000	 0000000825404,00	
8315000	 0000009269655,00	
8315100	 0000007149692,00	
8315200	 0000002119963,00	
8317000	 0000029684422,00	
8318000	 0000003610522,00	
8318100	 0000001799877,00	
8318900	 0000001810645,00	
8319000	 0000000018606,00	
8510000	 0000067586985,00	
8511000	 0000001945565,00	
8513000	 0000065641420,00	
8520000	 0000003753253,00	
8521000	 0000000000000,00	
8523000	 0000003753253,00	
8530000	 0000001847087,00	
8531000	 0000000000000,00	
8533000	 0000001847087,00	
8540000	 0000069553875,00	
8543000	 0000014324229,00	
8544000	 0000037293462,00	
8545000	 0000017936184,00	
8560000	 0000004815353,00	
8563000	 0000001346142,00	
8564000	 0000002205558,00	
8565000	 0000001263653,00	
8610000	 0000019532107,00	
8620000	 0000000243720,00	
8630000	 0000000035654,00	
8640000	 0000025325150,00	
8660000	 0000000066188,00	
