049	BANCO SECURITY
8110000	 0000000182229,00	
8111000	 0000000000000,00	
8113000	 0000000167268,00	
8114000	 0000000006772,00	
8115000	 0000000008189,00	
8130000	 0000000013903,00	
8131000	 0000000000000,00	
8133000	 0000000005766,00	
8134000	 0000000000178,00	
8135000	 0000000007959,00	
8140000	 0000000002765,00	
8141000	 0000000000000,00	
8143000	 0000000001266,00	
8144000	 0000000000000,00	
8145000	 0000000001499,00	
8310000	 0000001061107,00	
8311000	 0000000004233,00	
8312000	 0000000000000,00	
8314000	 0000000017945,00	
8315000	 0000000213969,00	
8315100	 0000000199063,00	
8315200	 0000000014906,00	
8317000	 0000000824960,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002131528,00	
8511000	 0000000000000,00	
8513000	 0000002131528,00	
8520000	 0000000795469,00	
8521000	 0000000000000,00	
8523000	 0000000795469,00	
8530000	 0000000138165,00	
8531000	 0000000000000,00	
8533000	 0000000138165,00	
8540000	 0000001139346,00	
8543000	 0000000219429,00	
8544000	 0000000560537,00	
8545000	 0000000359380,00	
8560000	 0000000024031,00	
8563000	 0000000009070,00	
8564000	 0000000006772,00	
8565000	 0000000008189,00	
8610000	 0000000378229,00	
8620000	 0000000026494,00	
8630000	 0000000001313,00	
8640000	 0000000654649,00	
8660000	 0000000000422,00	
