051	BANCO FALABELLA
8110000	 0000000073890,00	
8111000	 0000000000000,00	
8113000	 0000000009408,00	
8114000	 0000000024600,00	
8115000	 0000000039882,00	
8130000	 0000000022971,00	
8131000	 0000000000000,00	
8133000	 0000000000612,00	
8134000	 0000000000253,00	
8135000	 0000000022106,00	
8140000	 0000000006315,00	
8141000	 0000000000000,00	
8143000	 0000000001412,00	
8144000	 0000000000173,00	
8145000	 0000000004730,00	
8310000	 0000000199226,00	
8311000	 0000000000000,00	
8312000	 0000000000000,00	
8314000	 0000000000000,00	
8315000	 0000000000000,00	
8315100	 0000000000000,00	
8315200	 0000000000000,00	
8317000	 0000000197775,00	
8318000	 0000000001451,00	
8318100	 0000000001451,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000000000,00	
8511000	 0000000000000,00	
8513000	 0000000000000,00	
8520000	 0000000000000,00	
8521000	 0000000000000,00	
8523000	 0000000000000,00	
8530000	 0000000000000,00	
8531000	 0000000000000,00	
8533000	 0000000000000,00	
8540000	 0000001392692,00	
8543000	 0000000122948,00	
8544000	 0000000398738,00	
8545000	 0000000871006,00	
8560000	 0000000073890,00	
8563000	 0000000009408,00	
8564000	 0000000024600,00	
8565000	 0000000039882,00	
8610000	 0000000001700,00	
8620000	 0000000000000,00	
8630000	 0000000000000,00	
8640000	 0000000196763,00	
8660000	 0000000000763,00	
