014	SCOTIABANK CHILE
8110000	 0000000495509,00	
8111000	 0000000000000,00	
8113000	 0000000243850,00	
8114000	 0000000170999,00	
8115000	 0000000080660,00	
8130000	 0000000043842,00	
8131000	 0000000000000,00	
8133000	 0000000006205,00	
8134000	 0000000000824,00	
8135000	 0000000036813,00	
8140000	 0000000018405,00	
8141000	 0000000000000,00	
8143000	 0000000003934,00	
8144000	 0000000001431,00	
8145000	 0000000013040,00	
8310000	 0000003476911,00	
8311000	 0000000129489,00	
8312000	 0000000005101,00	
8314000	 0000000040322,00	
8315000	 0000000221074,00	
8315100	 0000000131625,00	
8315200	 0000000089449,00	
8317000	 0000002831077,00	
8318000	 0000000249848,00	
8318100	 0000000249848,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002923187,00	
8511000	 0000000079292,00	
8513000	 0000002843895,00	
8520000	 0000000152703,00	
8521000	 0000000000000,00	
8523000	 0000000152703,00	
8530000	 0000000043678,00	
8531000	 0000000000000,00	
8533000	 0000000043678,00	
8540000	 0000004967287,00	
8543000	 0000000988515,00	
8544000	 0000002698555,00	
8545000	 0000001280217,00	
8560000	 0000000350877,00	
8563000	 0000000099218,00	
8564000	 0000000170999,00	
8565000	 0000000080660,00	
8610000	 0000000485261,00	
8620000	 0000000004593,00	
8630000	 0000000000259,00	
8640000	 0000002975912,00	
8660000	 0000000010886,00	
