049	BANCO SECURITY
8110000	 0000000181803,00	
8111000	 0000000000000,00	
8113000	 0000000166094,00	
8114000	 0000000006768,00	
8115000	 0000000008941,00	
8130000	 0000000009693,00	
8131000	 0000000000000,00	
8133000	 0000000003952,00	
8134000	 0000000000178,00	
8135000	 0000000005563,00	
8140000	 0000000002309,00	
8141000	 0000000000000,00	
8143000	 0000000001038,00	
8144000	 0000000000000,00	
8145000	 0000000001271,00	
8310000	 0000001059963,00	
8311000	 0000000005502,00	
8312000	 0000000000000,00	
8314000	 0000000025585,00	
8315000	 0000000210824,00	
8315100	 0000000190737,00	
8315200	 0000000020087,00	
8317000	 0000000818052,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002104175,00	
8511000	 0000000000000,00	
8513000	 0000002104175,00	
8520000	 0000000756295,00	
8521000	 0000000000000,00	
8523000	 0000000756295,00	
8530000	 0000000146017,00	
8531000	 0000000000000,00	
8533000	 0000000146017,00	
8540000	 0000001126892,00	
8543000	 0000000213997,00	
8544000	 0000000555126,00	
8545000	 0000000357769,00	
8560000	 0000000023487,00	
8563000	 0000000007778,00	
8564000	 0000000006768,00	
8565000	 0000000008941,00	
8610000	 0000000386421,00	
8620000	 0000000022446,00	
8630000	 0000000001926,00	
8640000	 0000000648584,00	
8660000	 0000000000586,00	
