001	BANCO DE CHILE
8110000	 0000000842534,00	
8111000	 0000000000000,00	
8113000	 0000000499510,00	
8114000	 0000000119375,00	
8115000	 0000000223649,00	
8130000	 0000000110809,00	
8131000	 0000000000000,00	
8133000	 0000000024963,00	
8134000	 0000000001259,00	
8135000	 0000000084587,00	
8140000	 0000000017689,00	
8141000	 0000000000000,00	
8143000	 0000000004186,00	
8144000	 0000000000955,00	
8145000	 0000000012548,00	
8310000	 0000010297459,00	
8311000	 0000000284364,00	
8312000	 0000000057948,00	
8314000	 0000000167695,00	
8315000	 0000002070084,00	
8315100	 0000001747788,00	
8315200	 0000000322296,00	
8317000	 0000007532350,00	
8318000	 0000000185018,00	
8318100	 0000000000000,00	
8318900	 0000000185018,00	
8319000	 0000000000000,00	
8510000	 0000011774781,00	
8511000	 0000000330925,00	
8513000	 0000011443856,00	
8520000	 0000000200566,00	
8521000	 0000000000000,00	
8523000	 0000000200566,00	
8530000	 0000000260203,00	
8531000	 0000000000000,00	
8533000	 0000000260203,00	
8540000	 0000012391080,00	
8543000	 0000002322857,00	
8544000	 0000006476572,00	
8545000	 0000003591651,00	
8560000	 0000000530682,00	
8563000	 0000000187658,00	
8564000	 0000000119375,00	
8565000	 0000000223649,00	
8610000	 0000004255874,00	
8620000	 0000000008310,00	
8630000	 0000000003528,00	
8640000	 0000006013788,00	
8660000	 0000000015959,00	
