055	BANCO CONSORCIO
8110000	 0000000022516,00	
8111000	 0000000000000,00	
8113000	 0000000019441,00	
8114000	 0000000000293,00	
8115000	 0000000002782,00	
8130000	 0000000002278,00	
8131000	 0000000000000,00	
8133000	 0000000000479,00	
8134000	 0000000000005,00	
8135000	 0000000001794,00	
8140000	 0000000000469,00	
8141000	 0000000000000,00	
8143000	 0000000000041,00	
8144000	 0000000000000,00	
8145000	 0000000000428,00	
8310000	 0000000081201,00	
8311000	 0000000003456,00	
8312000	 0000000011594,00	
8314000	 0000000000000,00	
8315000	 0000000052890,00	
8315100	 0000000048952,00	
8315200	 0000000003938,00	
8317000	 0000000013261,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001483300,00	
8511000	 0000000000000,00	
8513000	 0000001483300,00	
8520000	 0000000020047,00	
8521000	 0000000000000,00	
8523000	 0000000020047,00	
8530000	 0000000019195,00	
8531000	 0000000000000,00	
8533000	 0000000019195,00	
8540000	 0000000145602,00	
8543000	 0000000003990,00	
8544000	 0000000074479,00	
8545000	 0000000067133,00	
8560000	 0000000003241,00	
8563000	 0000000000166,00	
8564000	 0000000000293,00	
8565000	 0000000002782,00	
8610000	 0000000075970,00	
8620000	 0000000003574,00	
8630000	 0000000000222,00	
8640000	 0000000001435,00	
8660000	 0000000000000,00	
