039	ITAÚ CORPBANCA
8110000	 0000000849457,00	
8111000	 0000000000000,00	
8113000	 0000000657341,00	
8114000	 0000000108675,00	
8115000	 0000000083441,00	
8130000	 0000000080868,00	
8131000	 0000000000000,00	
8133000	 0000000034741,00	
8134000	 0000000001663,00	
8135000	 0000000044464,00	
8140000	 0000000006273,00	
8141000	 0000000000000,00	
8143000	 0000000002334,00	
8144000	 0000000000363,00	
8145000	 0000000003576,00	
8310000	 0000005494918,00	
8311000	 0000000244543,00	
8312000	 0000000003205,00	
8314000	 0000000062002,00	
8315000	 0000001207070,00	
8315100	 0000000877169,00	
8315200	 0000000329901,00	
8317000	 0000002611975,00	
8318000	 0000001366123,00	
8318100	 0000000767700,00	
8318900	 0000000598423,00	
8319000	 0000000000000,00	
8510000	 0000012771266,00	
8511000	 0000000466245,00	
8513000	 0000012305021,00	
8520000	 0000000467814,00	
8521000	 0000000000000,00	
8523000	 0000000467814,00	
8530000	 0000000352670,00	
8531000	 0000000000000,00	
8533000	 0000000352670,00	
8540000	 0000008276394,00	
8543000	 0000002241186,00	
8544000	 0000003697396,00	
8545000	 0000002337812,00	
8560000	 0000000333107,00	
8563000	 0000000140991,00	
8564000	 0000000108675,00	
8565000	 0000000083441,00	
8610000	 0000002587892,00	
8620000	 0000000032960,00	
8630000	 0000000012726,00	
8640000	 0000002857566,00	
8660000	 0000000003774,00	
