009	BANCO INTERNACIONAL
8110000	 0000000053450,00	
8111000	 0000000000000,00	
8113000	 0000000051921,00	
8114000	 0000000001077,00	
8115000	 0000000000452,00	
8130000	 0000000001998,00	
8131000	 0000000000000,00	
8133000	 0000000001698,00	
8134000	 0000000000012,00	
8135000	 0000000000288,00	
8140000	 0000000000792,00	
8141000	 0000000000000,00	
8143000	 0000000000524,00	
8144000	 0000000000000,00	
8145000	 0000000000268,00	
8310000	 0000000085684,00	
8311000	 0000000001536,00	
8312000	 0000000000000,00	
8314000	 0000000002791,00	
8315000	 0000000046029,00	
8315100	 0000000041082,00	
8315200	 0000000004947,00	
8317000	 0000000035328,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000730419,00	
8511000	 0000000000000,00	
8513000	 0000000730419,00	
8520000	 0000000082444,00	
8521000	 0000000000000,00	
8523000	 0000000082444,00	
8530000	 0000000042232,00	
8531000	 0000000000000,00	
8533000	 0000000042232,00	
8540000	 0000000032505,00	
8543000	 0000000007410,00	
8544000	 0000000019343,00	
8545000	 0000000005752,00	
8560000	 0000000002265,00	
8563000	 0000000000736,00	
8564000	 0000000001077,00	
8565000	 0000000000452,00	
8610000	 0000000068591,00	
8620000	 0000000009146,00	
8630000	 0000000000176,00	
8640000	 0000000007737,00	
8660000	 0000000000034,00	
