001	BANCO DE CHILE
811000000	 1037556181672,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0592537930066,00	
811200100	 0508983838732,00	
811200101	 0384144614954,00	
811200102	 0000000000000,00	
811200103	 0124839223778,00	
811200104	 0000000000000,00	
811200600	 0011789306736,00	
811200700	 0004520357366,00	
811200800	 0006835827641,00	
811200900	 0000671240078,00	
811201000	 0049677170447,00	
811201100	 0003248540154,00	
811201200	 0006811648912,00	
811300000	 0211354043016,00	
811300100	 0000155287952,00	
811300200	 0000340624307,00	
811300300	 0000000000000,00	
811300400	 0209986980687,00	
811300500	 0000000000000,00	
811300600	 0000871150070,00	
811400000	 0233664208590,00	
811400100	 0196140337396,00	
811400200	 0002828531374,00	
811400300	 0033788774464,00	
811400400	 0000000000000,00	
811400500	 0000906565356,00	
812000000	 0449233814787,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0253628752460,00	
812200100	 0217911425998,00	
812200101	 0177338727602,00	
812200102	 0000000000000,00	
812200103	 0040572698396,00	
812200104	 0000000000000,00	
812200600	 0008528290175,00	
812200700	 0000000000000,00	
812200800	 0005703345407,00	
812200900	 0000503665151,00	
812201000	 0012869746419,00	
812201100	 0002275712731,00	
812201200	 0005836566579,00	
812300000	 0100716116284,00	
812300100	 0000052470865,00	
812300200	 0000150102329,00	
812300300	 0000000000000,00	
812300400	 0099805212270,00	
812300500	 0000000000000,00	
812300600	 0000708330820,00	
812400000	 0094888946043,00	
812400100	 0072363946548,00	
812400200	 0000000000000,00	
812400300	 0022524999495,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0097569263112,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0021580159974,00	
813200100	 0018774774838,00	
813200101	 0018774774838,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000224488098,00	
813200800	 0000000000000,00	
813200900	 0000000000000,00	
813201000	 0000982247125,00	
813201100	 0000143049409,00	
813201200	 0001455600504,00	
813300000	 0002385723179,00	
813300100	 0000006584564,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0002370134652,00	
813300500	 0000000000000,00	
813300600	 0000009003963,00	
813400000	 0073603379959,00	
813400100	 0055762334984,00	
813400200	 0000470342263,00	
813400300	 0016570671926,00	
813400400	 0000000000000,00	
813400500	 0000800030786,00	
814000000	 0012013223499,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0002947463588,00	
814200100	 0002505686715,00	
814200101	 0002505686715,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000021541564,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000375360890,00	
814201100	 0000004318980,00	
814201200	 0000040555439,00	
814300000	 0002555089831,00	
814300100	 0000124751863,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0002430337968,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0006510670080,00	
814400100	 0005749643194,00	
814400200	 0000039615946,00	
814400300	 0000591844013,00	
814400400	 0000000000000,00	
814400500	 0000129566927,00	
821000000	 38426983504299,00	
821100000	 0296351833368,00	
821100100	 0000000000000,00	
821100200	 0296351833368,00	
821200000	 21040995664612,00	
821200100	 15895206350537,00	
821200101	 12840129950415,00	
821200102	 0009051129760,00	
821200103	 3046025270362,00	
821200104	 0000000000000,00	
821200600	 1806327117483,00	
821200700	 0191776002365,00	
821200800	 0088737298455,00	
821200900	 0632036037173,00	
821201000	 2354612646007,00	
821201100	 0059165030889,00	
821201200	 0013135181703,00	
821300000	 11598575447965,00	
821300100	 0003510184414,00	
821300200	 0023781432600,00	
821300300	 0000000000000,00	
821300400	 11406061057794,00	
821300500	 0000000000000,00	
821300600	 0165222773157,00	
821400000	 5491060558354,00	
821400100	 3516008305180,00	
821400200	 0261162364080,00	
821400300	 1712511266042,00	
821400400	 0000465002365,00	
821400500	 0000913620687,00	
831000000	 12567477288863,00	
831100000	 0292706894194,00	
831100100	 0000000000000,00	
831100200	 0292706894194,00	
831200000	 0439842597492,00	
831300000	 0000000000000,00	
831500000	 2489218896084,00	
831500100	 2098713783962,00	
831500200	 0390505112122,00	
831600000	 9278874595840,00	
831600100	 1385613342935,00	
831600200	 0282774915253,00	
831600300	 1472601522978,00	
831600400	 6137884814674,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0066834305253,00	
831800100	 0000000000000,00	
831800200	 0066834305253,00	
831900000	 0000000000000,00	
832000000	 0890222753203,00	
832100000	 0122721165838,00	
832100100	 0011063985759,00	
832100200	 0111657180079,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 0767501587365,00	
832700100	 0345885810588,00	
