028	BANCO BICE
811000000	 0199804393878,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0179062661256,00	
811200100	 0150797464574,00	
811200101	 0148847599635,00	
811200102	 0000000000000,00	
811200103	 0001949864939,00	
811200104	 0000000000000,00	
811200600	 0005506042269,00	
811200700	 0001446704274,00	
811200800	 0000105836597,00	
811200900	 0000689302300,00	
811201000	 0014918645564,00	
811201100	 0000115442432,00	
811201200	 0005483223246,00	
811300000	 0015106582423,00	
811300100	 0000000000000,00	
811300200	 0004621816081,00	
811300300	 0000000000000,00	
811300400	 0010350062360,00	
811300500	 0000000000000,00	
811300600	 0000134703982,00	
811400000	 0005635150199,00	
811400100	 0004005439461,00	
811400200	 0000614250845,00	
811400300	 0001015459893,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0102706696153,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0091172512052,00	
812200100	 0083809711416,00	
812200101	 0082721146233,00	
812200102	 0000000000000,00	
812200103	 0001088565183,00	
812200104	 0000000000000,00	
812200600	 0005196708923,00	
812200700	 0000431957368,00	
812200800	 0000063608529,00	
812200900	 0000000000000,00	
812201000	 0001621661582,00	
812201100	 0000048864234,00	
812201200	 0000000000000,00	
812300000	 0009612725248,00	
812300100	 0000000000000,00	
812300200	 0003426649925,00	
812300300	 0000000000000,00	
812300400	 0006186006975,00	
812300500	 0000000000000,00	
812300600	 0000000068348,00	
812400000	 0001921458853,00	
812400100	 0001474620717,00	
812400200	 0000103443300,00	
812400300	 0000343394836,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0002789492268,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0001703374505,00	
813200100	 0000718643851,00	
813200101	 0000718643851,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000042331107,00	
813200800	 0000000000000,00	
813200900	 0000595300468,00	
813201000	 0000179059884,00	
813201100	 0000000000000,00	
813201200	 0000168039195,00	
813300000	 0000000000000,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0000000000000,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0001086117763,00	
813400100	 0000770675955,00	
813400200	 0000100516040,00	
813400300	 0000214925768,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0000173302146,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0000044602171,00	
814200100	 0000017942609,00	
814200101	 0000017942609,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000001837922,00	
814200800	 0000000000000,00	
814200900	 0000005000000,00	
814201000	 0000000000000,00	
814201100	 0000000000000,00	
814201200	 0000019821640,00	
814300000	 0000000000000,00	
814300100	 0000000000000,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0000000000000,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0000128699975,00	
814400100	 0000076171657,00	
814400200	 0000008709597,00	
814400300	 0000043818721,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 8638310311274,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 6096785958363,00	
821200100	 5001635088188,00	
821200101	 5001635088188,00	
821200102	 0000000000000,00	
821200103	 0000000000000,00	
821200104	 0000000000000,00	
821200600	 0383597734317,00	
821200700	 0044802020067,00	
821200800	 0000000000000,00	
821200900	 0151242376599,00	
821201000	 0495594570417,00	
821201100	 0009109883995,00	
821201200	 0010804284780,00	
821300000	 2292950329378,00	
