055	BANCO CONSORCIO
8110000	 0000000022780,00	
8111000	 0000000000000,00	
8113000	 0000000019852,00	
8114000	 0000000000244,00	
8115000	 0000000002684,00	
8130000	 0000000000768,00	
8131000	 0000000000000,00	
8133000	 0000000000375,00	
8134000	 0000000000000,00	
8135000	 0000000000393,00	
8140000	 0000000000089,00	
8141000	 0000000000000,00	
8143000	 0000000000000,00	
8144000	 0000000000000,00	
8145000	 0000000000089,00	
8310000	 0000000078608,00	
8311000	 0000000000000,00	
8312000	 0000000008655,00	
8314000	 0000000000000,00	
8315000	 0000000047524,00	
8315100	 0000000042583,00	
8315200	 0000000004941,00	
8317000	 0000000013184,00	
8318000	 0000000009245,00	
8318100	 0000000000000,00	
8318900	 0000000009245,00	
8319000	 0000000000000,00	
8510000	 0000001415727,00	
8511000	 0000000000000,00	
8513000	 0000001415727,00	
8520000	 0000000017185,00	
8521000	 0000000000000,00	
8523000	 0000000017185,00	
8530000	 0000000019503,00	
8531000	 0000000000000,00	
8533000	 0000000019503,00	
8540000	 0000000151417,00	
8543000	 0000000004003,00	
8544000	 0000000079418,00	
8545000	 0000000067996,00	
8560000	 0000000002958,00	
8563000	 0000000000030,00	
8564000	 0000000000244,00	
8565000	 0000000002684,00	
8610000	 0000000074348,00	
8620000	 0000000002773,00	
8630000	 0000000000261,00	
8640000	 0000000001226,00	
8660000	 0000000000000,00	
