049	BANCO SECURITY
8110000	 0000000167857,00	
8111000	 0000000000000,00	
8113000	 0000000154407,00	
8114000	 0000000006352,00	
8115000	 0000000007098,00	
8130000	 0000000001922,00	
8131000	 0000000000000,00	
8133000	 0000000001122,00	
8134000	 0000000000056,00	
8135000	 0000000000744,00	
8140000	 0000000000288,00	
8141000	 0000000000000,00	
8143000	 0000000000015,00	
8144000	 0000000000000,00	
8145000	 0000000000273,00	
8310000	 0000001052904,00	
8311000	 0000000005684,00	
8312000	 0000000000000,00	
8314000	 0000000015500,00	
8315000	 0000000225128,00	
8315100	 0000000209731,00	
8315200	 0000000015397,00	
8317000	 0000000806592,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002137438,00	
8511000	 0000000000556,00	
8513000	 0000002136882,00	
8520000	 0000000671542,00	
8521000	 0000000000000,00	
8523000	 0000000671542,00	
8530000	 0000000132164,00	
8531000	 0000000000000,00	
8533000	 0000000132164,00	
8540000	 0000001108629,00	
8543000	 0000000206456,00	
8544000	 0000000550574,00	
8545000	 0000000351599,00	
8560000	 0000000019949,00	
8563000	 0000000006525,00	
8564000	 0000000006352,00	
8565000	 0000000007072,00	
8610000	 0000000388926,00	
8620000	 0000000025306,00	
8630000	 0000000002225,00	
8640000	 0000000636166,00	
8660000	 0000000000281,00	
