039	ITAÚ CORPBANCA
8110000	 0000000260651,00	
8111000	 0000000000000,00	
8113000	 0000000157139,00	
8114000	 0000000065241,00	
8115000	 0000000038271,00	
8130000	 0000000003200,00	
8131000	 0000000000000,00	
8133000	 0000000000859,00	
8134000	 0000000000025,00	
8135000	 0000000002316,00	
8140000	 0000000000319,00	
8141000	 0000000000000,00	
8143000	 0000000000090,00	
8144000	 0000000000000,00	
8145000	 0000000000229,00	
8310000	 0000002263135,00	
8311000	 0000000079138,00	
8312000	 0000000004218,00	
8314000	 0000000032079,00	
8315000	 0000000264196,00	
8315100	 0000000185963,00	
8315200	 0000000078233,00	
8317000	 0000001031351,00	
8318000	 0000000852153,00	
8318100	 0000000546438,00	
8318900	 0000000305715,00	
8319000	 0000000000000,00	
8510000	 0000003597444,00	
8511000	 0000000057009,00	
8513000	 0000003540435,00	
8520000	 0000000047701,00	
8521000	 0000000000000,00	
8523000	 0000000047701,00	
8530000	 0000000091389,00	
8531000	 0000000000000,00	
8533000	 0000000091389,00	
8540000	 0000002974637,00	
8543000	 0000000840581,00	
8544000	 0000001472481,00	
8545000	 0000000661575,00	
8560000	 0000000164020,00	
8563000	 0000000060508,00	
8564000	 0000000065241,00	
8565000	 0000000038271,00	
8610000	 0000001014744,00	
8620000	 0000000000888,00	
8630000	 0000000001174,00	
8640000	 0000001245819,00	
8660000	 0000000000510,00	
