001	BANCO DE CHILE
8110000	 0000000837675,00	
8111000	 0000000000000,00	
8113000	 0000000514268,00	
8114000	 0000000107890,00	
8115000	 0000000215517,00	
8130000	 0000000022202,00	
8131000	 0000000000000,00	
8133000	 0000000006003,00	
8134000	 0000000000119,00	
8135000	 0000000016080,00	
8140000	 0000000003686,00	
8141000	 0000000000000,00	
8143000	 0000000000873,00	
8144000	 0000000000220,00	
8145000	 0000000002593,00	
8310000	 0000010108173,00	
8311000	 0000000379070,00	
8312000	 0000000067127,00	
8314000	 0000000115567,00	
8315000	 0000002047588,00	
8315100	 0000001713083,00	
8315200	 0000000334505,00	
8317000	 0000007297591,00	
8318000	 0000000201230,00	
8318100	 0000000000000,00	
8318900	 0000000201230,00	
8319000	 0000000000000,00	
8510000	 0000011784392,00	
8511000	 0000000334746,00	
8513000	 0000011449646,00	
8520000	 0000000178427,00	
8521000	 0000000000000,00	
8523000	 0000000178427,00	
8530000	 0000000263483,00	
8531000	 0000000000000,00	
8533000	 0000000263483,00	
8540000	 0000012107001,00	
8543000	 0000002280777,00	
8544000	 0000006329654,00	
8545000	 0000003496570,00	
8560000	 0000000516361,00	
8563000	 0000000192954,00	
8564000	 0000000107890,00	
8565000	 0000000215517,00	
8610000	 0000004310694,00	
8620000	 0000000013767,00	
8630000	 0000000003969,00	
8640000	 0000005763870,00	
8660000	 0000000015873,00	
