012	BANCO DEL ESTADO DE CHILE
8110000	 0000001542934,00	
8111000	 0000000000000,00	
8113000	 0000000422608,00	
8114000	 0000000986525,00	
8115000	 0000000133801,00	
8130000	 0000000013552,00	
8131000	 0000000000000,00	
8133000	 0000000005036,00	
8134000	 0000000000957,00	
8135000	 0000000007559,00	
8140000	 0000000006188,00	
8141000	 0000000000000,00	
8143000	 0000000003029,00	
8144000	 0000000001326,00	
8145000	 0000000001833,00	
8310000	 0000003250256,00	
8311000	 0000000197275,00	
8312000	 0000000046015,00	
8314000	 0000000059722,00	
8315000	 0000001097007,00	
8315100	 0000000930755,00	
8315200	 0000000166252,00	
8317000	 0000001122019,00	
8318000	 0000000728218,00	
8318100	 0000000364324,00	
8318900	 0000000363894,00	
8319000	 0000000000000,00	
8510000	 0000007698183,00	
8511000	 0000000340425,00	
8513000	 0000007357758,00	
8520000	 0000000334059,00	
8521000	 0000000000000,00	
8523000	 0000000334059,00	
8530000	 0000000134853,00	
8531000	 0000000000000,00	
8533000	 0000000134853,00	
8540000	 0000010153576,00	
8543000	 0000002376290,00	
8544000	 0000006382878,00	
8545000	 0000001394408,00	
8560000	 0000001295553,00	
8563000	 0000000175227,00	
8564000	 0000000986525,00	
8565000	 0000000133801,00	
8610000	 0000002024330,00	
8620000	 0000000023043,00	
8630000	 0000000000431,00	
8640000	 0000001195864,00	
8660000	 0000000006588,00	
