014	SCOTIABANK CHILE
811000000	 1861138381528,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0955764794152,00	
811200100	 0795042976403,00	
811200101	 0794691824074,00	
811200102	 0000000000001,00	
811200103	 0000351152328,00	
811200104	 0000000000000,00	
811200600	 0013702338590,00	
811200700	 0008686184338,00	
811200800	 0000378891755,00	
811200900	 0003505888996,00	
811201000	 0030405843192,00	
811201100	 0100183581882,00	
811201200	 0003859088996,00	
811300000	 0445176371159,00	
811300100	 0008047955945,00	
811300200	 0002444904921,00	
811300300	 0000000000000,00	
811300400	 0426837588168,00	
811300500	 0002757345933,00	
811300600	 0005088576192,00	
811400000	 0460197216217,00	
811400100	 0158098297359,00	
811400200	 0007247206243,00	
811400300	 0294851457498,00	
811400400	 0000000000000,00	
811400500	 0000000255117,00	
812000000	 0915287102842,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0380931057010,00	
812200100	 0206775290431,00	
812200101	 0206739836640,00	
812200102	 0000000000000,00	
812200103	 0000035453791,00	
812200104	 0000000000000,00	
812200600	 0064233250908,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0010512562461,00	
812201100	 0099409953210,00	
812201200	 0000000000000,00	
812300000	 0446377022257,00	
812300100	 0000011000531,00	
812300200	 0000140608600,00	
812300300	 0000000000000,00	
812300400	 0444679755343,00	
812300500	 0001543613038,00	
812300600	 0000002044745,00	
812400000	 0087979023575,00	
812400100	 0084359975771,00	
812400200	 0000000000000,00	
812400300	 0003619047804,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0109857520838,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0021350715709,00	
813200100	 0010506886528,00	
813200101	 0010506886528,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000918410649,00	
813200700	 0000599096203,00	
813200800	 0000000000000,00	
813200900	 0000253636634,00	
813201000	 0001188719017,00	
813201100	 0007285988130,00	
813201200	 0000597978548,00	
813300000	 0001977975444,00	
813300100	 0000024080265,00	
813300200	 0000007776077,00	
813300300	 0000000000000,00	
813300400	 0001909363372,00	
813300500	 0000030969502,00	
813300600	 0000005786228,00	
813400000	 0086528829685,00	
813400100	 0029603977626,00	
813400200	 0001860082312,00	
813400300	 0055064769747,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0018954476047,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0005609581256,00	
814200100	 0002447900046,00	
814200101	 0002445543696,00	
814200102	 0000000000000,00	
814200103	 0000002356350,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000037141212,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000270559758,00	
814201100	 0002539805871,00	
814201200	 0000314174369,00	
814300000	 0001926640459,00	
814300100	 0000052008265,00	
814300200	 0000000627589,00	
814300300	 0000000000000,00	
814300400	 0001815490378,00	
814300500	 0000045656199,00	
814300600	 0000012858028,00	
