039	BANCO ITAÚ CHILE
411000000	 0749027062917,00	
411100000	 0688153846577,00	
411150000	 0015386625311,00	
411150100	 0000000000000,00	
411150101	 0000000000000,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0011397144684,00	
411150201	 0000198684351,00	
411150202	 0011198460333,00	
411150203	 0000000000000,00	
411150300	 0003415510534,00	
411150301	 0003415510534,00	
411150302	 0000000000000,00	
411150400	 0000573970093,00	
411150401	 0000573970093,00	
411150402	 0000000000000,00	
411200000	 0050472832994,00	
411200100	 0038918479864,00	
411200101	 0038470554167,00	
411200102	 0000447925697,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0011554353130,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000326922858,00	
411200304	 0000000000000,00	
411200309	 0011227430272,00	
411250000	 0000321871525,00	
411250100	 0000000000000,00	
411250101	 0000000000000,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0000321871525,00	
411250201	 0000321871525,00	
411250202	 0000000000000,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0368214321667,00	
411280100	 0292233970512,00	
411280101	 0150751082092,00	
411280102	 0132250254814,00	
411280103	 0000000000000,00	
411280104	 0000000330763,00	
411280105	 0000000066396,00	
411280106	 0009232236447,00	
411280200	 0031542322518,00	
411280201	 0015992613446,00	
411280202	 0002121482477,00	
411280203	 0012121236712,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0001306989883,00	
411280300	 0006485622716,00	
411280400	 0000242125614,00	
411280500	 0006730216472,00	
411280501	 0004700518634,00	
411280502	 0002029697838,00	
411280600	 0025615823111,00	
411280601	 0003110803763,00	
411280602	 0022505019348,00	
411280700	 0005364240724,00	
411280701	 0005135516326,00	
411280702	 0000228724398,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
411280902	 0000000000000,00	
411280990	 0000000000000,00	
411350000	 0074041419158,00	
411350100	 0000145463515,00	
411350200	 0000771690764,00	
411350300	 0000000000000,00	
411350400	 0064258031529,00	
411350401	 0052593892899,00	
411350402	 0011664138630,00	
411350500	 0008861478171,00	
411350900	 0000004755179,00	
411350901	 0000004755179,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000000000000,00	
411380000	 0141292501970,00	
411380100	 0091382893553,00	
411380200	 0011992541746,00	
411380300	 0037814406353,00	
411380400	 0000020509595,00	
411380900	 0000082150723,00	
411380901	 0000082150723,00	
411380990	 0000000000000,00	
411450000	 0038424273952,00	
411450100	 0005354104273,00	
411450101	 0000000000000,00	
411450102	 0005354104273,00	
411450109	 0000000000000,00	
411450200	 0022231500718,00	
411450201	 0022187577317,00	
411450202	 0000043923401,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0004424142622,00	
411450900	 0006414526339,00	
411700000	 0046318900067,00	
411720000	 0043595347511,00	
411720100	 0035681574307,00	
411720101	 0011141436260,00	
411720102	 0023659472306,00	
411720109	 0000880665741,00	
411720200	 0000732369354,00	
411720201	 0000193017459,00	
411720202	 0000000000000,00	
411720209	 0000539351895,00	
411720300	 0007181403850,00	
411720301	 0000000000000,00	
411720302	 0005486229070,00	
411720303	 0000000000000,00	
411720304	 0000000000000,00	
411720309	 0001695174780,00	
411740000	 0002723552556,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0002723552556,00	
411800000	 0014554316273,00	
411800100	 0023635545106,00	
411800200	-0009101730628,00	
411800300	 0000020501795,00	
412000000	-0461305600372,00	
412100000	-0444649451778,00	
412150000	-0045679393259,00	
412150100	-0007497675115,00	
412150101	 0000000000000,00	
412150102	-0001048091403,00	
412150103	-0006448218793,00	
412150104	-0000001364919,00	
412150200	-0035956382836,00	
412150201	 0000000000000,00	
412150202	-0035956382836,00	
412150300	 0000000000000,00	
412150500	-0002225335308,00	
412180000	-0285460320248,00	
412180100	-0285457324158,00	
412180200	 0000000000000,00	
412180201	 0000000000000,00	
412180202	 0000000000000,00	
412180300	-0000002996090,00	
412180301	 0000000000000,00	
412180302	 0000000000000,00	
412180390	-0000002996090,00	
412250000	-0003540139190,00	
412250100	-0000000442959,00	
412250101	-0000000442959,00	
412250102	 0000000000000,00	
412250103	 0000000000000,00	
412250200	-0000179978843,00	
412250201	 0000000000000,00	
412250202	-0000179978843,00	
412250203	 0000000000000,00	
412250300	-0003100977500,00	
412250301	-0003100977500,00	
412250302	 0000000000000,00	
412250400	-0000258739888,00	
412250401	-0000258739888,00	
412250402	 0000000000000,00	
412280000	-0039929317994,00	
412280100	-0000784272745,00	
412280110	 0000000000000,00	
412280111	 0000000000000,00	
412280112	 0000000000000,00	
412280113	 0000000000000,00	
412280120	-0000784272745,00	
412280121	-0000010069444,00	
412280122	 0000000000000,00	
412280123	 0000000000000,00	
412280124	 0000000000000,00	
412280129	-0000774203301,00	
412280200	-0035344278595,00	
412280210	 0000000000000,00	
412280211	 0000000000000,00	
412280212	 0000000000000,00	
412280213	 0000000000000,00	
412280220	-0035344278595,00	
412280221	-0022600930913,00	
412280222	-0011163746675,00	
412280223	 0000000000000,00	
412280224	-0001579601007,00	
412280229	 0000000000000,00	
412280300	-0003800766654,00	
412280301	-0003800766654,00	
412280302	 0000000000000,00	
412280400	 0000000000000,00	
412280401	 0000000000000,00	
412280402	 0000000000000,00	
412350000	-0060780867330,00	
412350100	-0000141021066,00	
412350101	-0000110581870,00	
412350102	-0000030439196,00	
412350200	-0060639846264,00	
412350201	-0060639846264,00	
412350203	 0000000000000,00	
412380000	-0009259413757,00	
412380100	 0000000000000,00	
412380101	 0000000000000,00	
412380102	 0000000000000,00	
412380200	-0001985480052,00	
412380201	 0000000000000,00	
412380202	 0000000000000,00	
