999	SISTEMA FINANCIERO
811000000	 15022520198400,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 8801660899812,00	
811200100	 7582968359712,00	
811200101	 6850230705834,00	
811200102	 0450512461835,00	
811200103	 0282225192043,00	
811200104	 0000000000000,00	
811200600	 0131127050759,00	
811200700	 0074771823847,00	
811200800	 0033215614502,00	
811200900	 0025057537065,00	
811201000	 0450526339885,00	
811201100	 0429899003450,00	
811201200	 0074095170592,00	
811300000	 3926653669068,00	
811300100	 0045016935525,00	
811300200	 0134693998840,00	
811300300	 0002884013392,00	
811300400	 3681773234558,00	
811300500	 0016817368417,00	
811300600	 0045468118336,00	
811400000	 2294205629520,00	
811400100	 1511461690273,00	
811400200	 0083012031135,00	
811400300	 0695097161490,00	
811400400	 0000118056851,00	
811400500	 0004516689771,00	
812000000	 7481013312296,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 4155174341440,00	
812200100	 3338566288012,00	
812200101	 2983041519054,00	
812200102	 0150315567429,00	
812200103	 0205209201529,00	
812200104	 0000000000000,00	
812200600	 0094029221983,00	
812200700	 0014456694268,00	
812200800	 0023771728990,00	
812200900	 0000811084808,00	
812201000	 0263281371935,00	
812201100	 0375347986186,00	
812201200	 0044909965258,00	
812300000	 2593155571443,00	
812300100	 0018696265176,00	
812300200	 0085415739387,00	
812300300	 0001278711976,00	
812300400	 2380271998795,00	
812300500	 0084262089680,00	
812300600	 0023230766429,00	
812400000	 0732683399413,00	
812400100	 0564627589887,00	
812400200	 0010569314958,00	
812400300	 0152127112453,00	
812400400	 0000062491431,00	
812400500	 0005296890684,00	
813000000	 0900540949574,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0217975695604,00	
813200100	 0170767591130,00	
813200101	 0132004179035,00	
813200102	 0034412547661,00	
813200103	 0004350864434,00	
813200104	 0000000000000,00	
813200600	 0001696209458,00	
813200700	 0003149894533,00	
813200800	 0003552936219,00	
813200900	 0001455591537,00	
813201000	 0009038119747,00	
813201100	 0021936048234,00	
813201200	 0006379304746,00	
813300000	 0021147638200,00	
813300100	 0000235204804,00	
813300200	 0000442989435,00	
813300300	 0000000000000,00	
813300400	 0018854677132,00	
813300500	 0000073960800,00	
813300600	 0001540806029,00	
813400000	 0661417615770,00	
813400100	 0354907028583,00	
813400200	 0022549204852,00	
813400300	 0280520308041,00	
813400400	 0000023609902,00	
813400500	 0003417464392,00	
814000000	 0179443026954,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0066507078612,00	
814200100	 0052217219508,00	
814200101	 0031929634142,00	
814200102	 0018678193514,00	
814200103	 0001609391852,00	
814200104	 0000000000000,00	
814200600	 0000006855269,00	
814200700	 0000452848834,00	
814200800	 0000183849897,00	
814200900	 0000477612186,00	
814201000	 0004929154863,00	
814201100	 0006078025285,00	
814201200	 0002161512770,00	
814300000	 0021728412024,00	
814300100	 0000772888413,00	
814300200	 0000085079394,00	
814300300	 0000000000000,00	
814300400	 0020398142563,00	
814300500	 0000282486407,00	
814300600	 0000189815247,00	
814400000	 0091207536318,00	
814400100	 0044731928754,00	
814400200	 0003331600925,00	
814400300	 0042736581570,00	
814400400	 0000022428385,00	
814400500	 0000384996684,00	
821000000	 265833144655199,00	
821100000	 2341516978289,00	
821100100	 0034934405816,00	
821100200	 2306582572473,00	
821200000	 145607615702983,00	
821200100	 115038854876449,00	
821200101	 89593552167061,00	
821200102	 11386491723405,00	
821200103	 13472460244311,00	
821200104	 0586350741672,00	
821200600	 12133717926330,00	
821200700	 0930876306822,00	
821200800	 0393453889188,00	
821200900	 4185351365694,00	
821201000	 9726093601247,00	
821201100	 2819937444280,00	
821201200	 0379330292973,00	
821300000	 86834181627254,00	
821300100	 0322985405733,00	
821300200	 6876051099580,00	
821300300	 10711788190923,00	
821300400	 67894160342350,00	
821300500	 0406498473415,00	
821300600	 0622698115253,00	
821400000	 31049830346673,00	
821400100	 17201769541132,00	
821400200	 1038891314165,00	
821400300	 12706593950698,00	
821400400	 0003597752193,00	
821400500	 0098977788485,00	
831000000	 71748318298743,00	
831100000	 2825370397063,00	
831100100	 0787634559608,00	
831100200	 2037735837455,00	
831200000	 1829443374882,00	
831300000	 0006710699328,00	
831500000	 13099073097864,00	
831500100	 9270953358775,00	
831500200	 3828119739089,00	
831600000	 43293047825796,00	
831600100	 5844615330393,00	
831600200	 1028172915743,00	
831600300	 4135399240943,00	
831600400	 32284860338717,00	
831600500	 0000000000000,00	
831700000	 6986594039131,00	
831700100	 4743832017797,00	
831700200	 0380431540212,00	
831700300	 0739097891143,00	
831700400	 1123232589979,00	
831700500	 0000000000000,00	
831800000	 3671675063061,00	
831800100	 1193521019417,00	
831800200	 2478154043644,00	
831900000	 0036403801618,00	
832000000	 18440565446654,00	
832100000	 0675457670680,00	
832100100	 0245984247805,00	
832100200	 0429473422875,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 3019593360644,00	
832500100	 0710802887663,00	
832500200	 0001657431409,00	
832500300	 2307133041572,00	
832700000	 14745514415330,00	
832700100	 11577151669011,00	
832700101	 0017019779499,00	
832700102	 11452369884869,00	
832700103	 0107726923828,00	
832700104	 0000035080815,00	
832700200	 3168362746319,00	
832700201	 0000000000000,00	
832700202	 3168362746319,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 121592285710006,00	
833050000	 22276213524006,00	
833050100	 9386348642039,00	
833050200	 12889864881967,00	
833100000	 44639810342442,00	
833200000	 23678160056671,00	
833300000	 30998101786887,00	
833300100	 26237032414159,00	
833300200	 0000866170563,00	
833300300	 4760203202165,00	
833350000	 0000009214857,00	
833360000	 0000044391808,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 1373784630021,00	
833500100	 0174645924606,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0163240320517,00	
833500500	 0248286602602,00	
833500600	 0787611782296,00	
833500700	 0000000000000,00	
841000000	 17064065653453,00	
841000100	 0365797244878,00	
841000200	 0148438823632,00	
841000300	 0157433910596,00	
841000400	 0544209059879,00	
841000500	 0191697745485,00	
841000600	 15630319292802,00	
841000700	 0026169576181,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0002688652587,00	
843000100	 0000000000000,00	
843000200	 0002688652587,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0024515907367,00	
844200000	 0050856947329,00	
844300000	 0173863615195,00	
844400000	 6299829907826,00	
844400100	 6002438701770,00	
844400200	 0297391206056,00	
844500000	 20950106624942,00	
844500100	 18739485336942,00	
844500200	 0229827320000,00	
844500300	 1980793968000,00	
844600000	 0002574746439,00	
845250000	 5225214951610,00	
845250100	 0052479285921,00	
845250200	 0000000000000,00	
845250300	 0073932609298,00	
845250400	 0006985367104,00	
845250500	 4843415876002,00	
845250501	 3077515287512,00	
845250502	 0055298525423,00	
845250503	 0346436749498,00	
845250504	 0243039961672,00	
845250505	 0249471074363,00	
845250509	 0871654277534,00	
845250600	 0248401813285,00	
845250601	 0105526783151,00	
845250602	 0091262963131,00	
845250603	 0000000000000,00	
845250609	 0051612067003,00	
845500000	 0814313946173,00	
845500100	 0005854708959,00	
845500200	 0000000000000,00	
845500300	 0138064954292,00	
845500400	 0000000000000,00	
845500500	 0670394282922,00	
845500501	 0031906263933,00	
845500502	 0003651581217,00	
845500503	 0004536076847,00	
845500504	 0002740114241,00	
845500509	 0627560246684,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0155064914822,00	
847100000	 0171516872375,00	
847100100	 0001311485435,00	
847100200	 0159047354104,00	
847100300	 0003553313930,00	
847100400	 0000997857896,00	
847100500	 0000555342179,00	
847100600	 0000593032003,00	
847100700	 0005458486828,00	
847200000	 0016451957553,00	
847200100	 0000000854815,00	
847200200	 0014512341432,00	
847200300	 0000401169293,00	
847200400	 0000063659979,00	
847200500	 0000118661604,00	
847200600	 0000078297656,00	
847200700	 0001276972774,00	
851000000	 106720000424288,00	
851100000	 2407417931846,00	
851200000	 104312582492442,00	
852000000	 7961730386253,00	
852100000	 0000000000000,00	
852200000	 7961730386253,00	
853000000	 4573758620783,00	
853100000	 0000000000000,00	
853200000	 4573758620783,00	
854000000	 133098909238080,00	
854200000	 23788218144377,00	
854300000	 82123538553342,00	
854400000	 27187152540361,00	
855000000	 9034573013515,00	
855200000	 2813713714927,00	
855300000	 3926653669068,00	
855400000	 2294205629520,00	
856050000	 28238929397368,00	
856050100	 2766274240657,00	
856050200	 1771335875839,00	
856050300	 0006710699328,00	
856050400	 12136657553754,00	
856050500	 3894318429109,00	
856050600	 5408596144967,00	
856050800	 2225138740996,00	
856050900	 0029897712718,00	
856150000	 0747999073244,00	
856150100	 0052704982208,00	
856150200	 0013050197896,00	
856150300	 0000000000000,00	
856150400	 0486848855246,00	
856150500	 0142948155232,00	
856150600	 0045208663457,00	
856150800	 0007238219205,00	
856150900	 0000000000000,00	
856250000	 0057899478919,00	
856250100	 0000490765000,00	
856250200	 0002308358000,00	
856250300	 0000000000000,00	
856250400	 0050884952315,00	
856250500	 0000802500074,00	
856250600	 0002902057419,00	
856250800	 0000074144100,00	
856250900	 0000436702011,00	
856350000	 4362129915280,00	
856350100	 0005802244198,00	
856350200	 0042445884228,00	
856350300	 0000000000000,00	
856350400	 0417538007809,00	
856350500	 1093632206117,00	
856350600	 1372195095803,00	
856350700	 1178761522700,00	
856350800	 0245685567536,00	
856350900	 0006069386889,00	
856450000	 0032308218176,00	
856450100	 0000098165000,00	
856450200	 0000303058919,00	
856450300	 0000000000000,00	
856450400	 0007143728740,00	
856450500	 0004204072335,00	
856450600	 0005782324658,00	
856450700	 0014759496717,00	
856450800	 0000017371807,00	
856450900	 0000000000000,00	
856550000	 38186650709107,00	
856550100	 0760440494563,00	
856550200	 1075836318746,00	
856550300	 0045903246996,00	
856550400	 4128279821196,00	
856550500	 32176190827606,00	
856550600	 0000000000000,00	
856650000	 0122401507135,00	
856650100	 0005441370767,00	
856650200	 0047397271233,00	
856650300	 0000514632591,00	
856650400	 0006915306723,00	
856650500	 0062132925821,00	
856650600	 0000000000000,00	
856750000	 0000000000000,00	
856750100	 0000000000000,00	
856750200	 0000000000000,00	
856750300	 0000000000000,00	
856750400	 0000000000000,00	
856750500	 0000000000000,00	
856750600	 0000000000000,00	
856750800	 0000000000000,00	
856750900	 0000000000000,00	
856850000	 0000000000000,00	
856850100	 0000000000000,00	
856850200	 0000000000000,00	
856850300	 0000000000000,00	
856850400	 0000000000000,00	
856850500	 0000000000000,00	
856850600	 0000000000000,00	
856850800	 0000000000000,00	
856850900	 0000000000000,00	
856950000	 0000000000000,00	
856950100	 0000000000000,00	
856950200	 0000000000000,00	
856950300	 0000000000000,00	
856950400	 0000000000000,00	
856950500	 0000000000000,00	
856950600	 0000000000000,00	
856950800	 0000000000000,00	
856950900	 0000000000000,00	
857000000	 5852615604740,00	
857100000	 0000000000000,00	
857100100	 0000000000000,00	
857100200	 0000000000000,00	
857200000	 3346811067054,00	
857200100	 2601498362316,00	
857200101	 2424170154351,00	
857200102	 0093826122169,00	
857200103	 0083502085796,00	
857200104	 0000000000000,00	
857200600	 0076185899475,00	
857200700	 0040535447172,00	
857200800	 0033204260957,00	
857200900	 0015929488962,00	
857201000	 0141353368548,00	
857201100	 0375689785346,00	
857201200	 0062414454278,00	
857300000	 1638003211885,00	
857300100	 0022058689893,00	
857300200	 0071498317692,00	
857300300	 0000731315532,00	
857300400	 1508697781198,00	
857300500	 0015461848124,00	
857300600	 0019555259446,00	
857400000	 0867801325801,00	
857400100	 0488546669236,00	
857400200	 0022131116596,00	
857400300	 0355426047198,00	
857400400	 0000100334309,00	
857400500	 0001597158462,00	
858000000	 0000000000000,00	
858100000	 0000000000000,00	
858200000	 0000000000000,00	
858300000	 0000000000000,00	
858400000	 0000000000000,00	
859000000	 0000000000000,00	
859100000	 0000000000000,00	
859200000	 0000000000000,00	
859300000	 0000000000000,00	
859400000	 0000000000000,00	
