016	BANCO DE CRÉDITO E INVERSIONES
811000000	 2089316470980,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1373617717668,00	
811200100	 1245686634401,00	
811200101	 1011413925716,00	
811200102	 0233987865010,00	
811200103	 0000284843675,00	
811200104	 0000000000000,00	
811200600	 0019552336275,00	
811200700	 0013042016786,00	
811200800	 0007311029503,00	
811200900	 0000863736601,00	
811201000	 0061222069902,00	
811201100	 0015238792356,00	
811201200	 0010701101844,00	
811300000	 0442379307989,00	
811300100	 0000056922626,00	
811300200	 0014601811940,00	
811300300	 0000000000000,00	
811300400	 0425001961995,00	
811300500	 0000000000000,00	
811300600	 0002718611428,00	
811400000	 0273319445323,00	
811400100	 0176516949193,00	
811400200	 0018885538033,00	
811400300	 0077189142343,00	
811400400	 0000003831019,00	
811400500	 0000723984735,00	
812000000	 0916485606818,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0519384999904,00	
812200100	 0464828017057,00	
812200101	 0437179010251,00	
812200102	 0027591223718,00	
812200103	 0000057783088,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0005469305485,00	
812200800	 0006254291276,00	
812200900	 0000000000000,00	
812201000	 0022373736494,00	
812201100	 0010552963370,00	
812201200	 0009906686222,00	
812300000	 0357518088653,00	
812300100	 0000055057058,00	
812300200	 0012996129448,00	
812300300	 0000000000000,00	
812300400	 0343981864583,00	
812300500	 0000000000000,00	
812300600	 0000485037564,00	
812400000	 0039582518261,00	
812400100	 0020398889468,00	
812400200	 0003523838349,00	
812400300	 0015453901948,00	
812400400	 0000007662038,00	
812400500	 0000198226458,00	
813000000	 0100088118964,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0024270196476,00	
813200100	 0019073751741,00	
813200101	 0015000100661,00	
813200102	 0001590192722,00	
813200103	 0002483458358,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000000000000,00	
813200800	 0001644031733,00	
813200900	 0000019162125,00	
813201000	 0000554131923,00	
813201100	 0002896149661,00	
813201200	 0000082969293,00	
813300000	 0001531362263,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0001531362263,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0074286560225,00	
813400100	 0034423113775,00	
813400200	 0004967038005,00	
813400300	 0034896408445,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0023943823010,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0007758297612,00	
814200100	 0004291600206,00	
814200101	 0003294856760,00	
814200102	 0000059235537,00	
814200103	 0000937507909,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000000000000,00	
814200800	 0000000000000,00	
814200900	 0000316662475,00	
814201000	 0000011288389,00	
814201100	 0003138746542,00	
814201200	 0000000000000,00	
814300000	 0001295618676,00	
814300100	 0000028658036,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0001266960640,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0014889906722,00	
814400100	 0007307306255,00	
814400200	 0000471152281,00	
814400300	 0007111448186,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 53852700563102,00	
821100000	 0914532349234,00	
821100100	 0000000000000,00	
821100200	 0914532349234,00	
821200000	 34862438793331,00	
821200100	 29320547712923,00	
821200101	 13803184441574,00	
821200102	 7259531547809,00	
821200103	 8257831723540,00	
821200104	 0000000000000,00	
821200600	 2186063077355,00	
821200700	 0130416858751,00	
821200800	 0070668594365,00	
821200900	 1236545155883,00	
821201000	 1796271660449,00	
821201100	 0111202354328,00	
821201200	 0010723379277,00	
821300000	 14379120665043,00	
821300100	 0000456061791,00	
821300200	 3700201824744,00	
821300300	 10622092215463,00	
821300400	 0000000000000,00	
821300500	 0000000000000,00	
821300600	 0056370563045,00	
821400000	 3696608755494,00	
821400100	 1793014181930,00	
821400200	 0108917609339,00	
821400300	 1750103104739,00	
821400400	 0000407651809,00	
821400500	 0044166207677,00	
831000000	 13651303484891,00	
831100000	 0312805122271,00	
831100100	 0000000000000,00	
831100200	 0312805122271,00	
831200000	 0466088025812,00	
831300000	 0000000000000,00	
831500000	 2988623226967,00	
831500100	 1814239299402,00	
831500200	 1174383927565,00	
831600000	 3764555207374,00	
831600100	 0000000000000,00	
831600200	 0000000000000,00	
831600300	 0008851881684,00	
831600400	 3755703325690,00	
831600500	 0000000000000,00	
831700000	 5231079938591,00	
831700100	 4499845159195,00	
831700200	 0319411288950,00	
831700300	 0411823490446,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0888151963876,00	
831800100	 0001128839215,00	
831800200	 0887023124661,00	
831900000	 0000000000000,00	
832000000	 8723512148818,00	
832100000	 0261119106145,00	
832100100	 0060928731152,00	
832100200	 0200190374993,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 8462393042673,00	
832700100	 8414259518478,00	
832700101	 0000000000000,00	
832700102	 8414259518478,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0048133524195,00	
832700201	 0000000000000,00	
832700202	 0048133524195,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 0023062359624,00	
833050000	 0000000000000,00	
833050100	 0000000000000,00	
833050200	 0000000000000,00	
833100000	 0023062359624,00	
833200000	 0000000000000,00	
833300000	 0000000000000,00	
833300100	 0000000000000,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0519515383467,00	
833500100	 0088550618526,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0055973168725,00	
833500500	 0227544703934,00	
833500600	 0147446892282,00	
833500700	 0000000000000,00	
841000000	 1090919219711,00	
841000100	 0000000000000,00	
841000200	 0000000000000,00	
841000300	 0109075470087,00	
841000400	 0400388152381,00	
841000500	 0002406606539,00	
841000600	 0553301857842,00	
841000700	 0025747132862,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0000000000000,00	
844200000	 0000000000000,00	
844300000	 0000000000000,00	
844400000	 0664704970240,00	
844400100	 0664704970240,00	
844400200	 0000000000000,00	
844500000	 0935127639200,00	
844500100	 0490005399200,00	
844500200	 0000000000000,00	
844500300	 0445122240000,00	
844600000	 0000318650642,00	
845250000	 0708299453259,00	
845250100	 0041358233905,00	
845250200	 0000000000000,00	
845250300	 0028202257867,00	
845250400	 0000000000000,00	
845250500	 0582714753373,00	
845250501	 0295900373703,00	
845250502	 0003984879954,00	
845250503	 0065966484277,00	
845250504	 0040614534846,00	
845250505	 0005187182235,00	
845250509	 0171061298358,00	
845250600	 0056024208114,00	
845250601	 0000000000000,00	
845250602	 0056024208114,00	
845250603	 0000000000000,00	
845250609	 0000000000000,00	
845500000	 0171678409435,00	
845500100	 0005854708959,00	
845500200	 0000000000000,00	
845500300	 0001382845357,00	
845500400	 0000000000000,00	
845500500	 0164440855119,00	
845500501	 0018559630243,00	
845500502	 0000000000000,00	
845500503	 0000000000000,00	
845500504	 0000373773177,00	
845500509	 0145507451699,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0004021374690,00	
847100000	 0005157881944,00	
847100100	 0000031062848,00	
847100200	 0004112415876,00	
847100300	 0000340831306,00	
847100400	 0000332768006,00	
847100500	 0000043925488,00	
847100600	 0000112204668,00	
