028	BANCO BICE
8110000	 0000000137782,00	
8111000	 0000000000000,00	
8113000	 0000000129246,00	
8114000	 0000000006057,00	
8115000	 0000000002479,00	
8130000	 0000000000499,00	
8131000	 0000000000000,00	
8133000	 0000000000185,00	
8134000	 0000000000002,00	
8135000	 0000000000312,00	
8140000	 0000000000157,00	
8141000	 0000000000000,00	
8143000	 0000000000018,00	
8144000	 0000000000000,00	
8145000	 0000000000139,00	
8310000	 0000001554056,00	
8311000	 0000000017518,00	
8312000	 0000000004267,00	
8314000	 0000000033231,00	
8315000	 0000000378834,00	
8315100	 0000000355734,00	
8315200	 0000000023100,00	
8317000	 0000000946912,00	
8318000	 0000000166803,00	
8318100	 0000000000000,00	
8318900	 0000000166803,00	
8319000	 0000000006491,00	
8510000	 0000003696426,00	
8511000	 0000000000000,00	
8513000	 0000003696426,00	
8520000	 0000000211367,00	
8521000	 0000000000000,00	
8523000	 0000000211367,00	
8530000	 0000000065073,00	
8531000	 0000000000000,00	
8533000	 0000000065073,00	
8540000	 0000001494721,00	
8543000	 0000000350596,00	
8544000	 0000000997876,00	
8545000	 0000000146249,00	
8560000	 0000000017641,00	
8563000	 0000000009105,00	
8564000	 0000000006057,00	
8565000	 0000000002479,00	
8610000	 0000001197891,00	
8620000	 0000000017144,00	
8630000	 0000000000300,00	
8640000	 0000000338289,00	
8660000	 0000000000432,00	
8700000	 0000000000305,00	
8710000	 0000000000332,00	
8711000	 0000000000241,00	
8712000	 0000000000054,00	
8713000	 0000000000000,00	
8714000	 0000000000003,00	
8715000	 0000000000000,00	
8716000	 0000000000007,00	
8717000	 0000000000027,00	
8720000	 0000000000027,00	
8721000	 0000000000000,00	
8722000	 0000000000027,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000000,00	
8910000	 0000000018478,00	
8911000	 0000000000000,00	
8913000	 0000000014240,00	
8914000	 0000000003792,00	
8915000	 0000000000446,00	
