014	SCOTIABANK CHILE
8110000	 0000000957622,00	
8111000	 0000000000000,00	
8113000	 0000000389811,00	
8114000	 0000000340734,00	
8115000	 0000000227077,00	
8130000	 0000000041631,00	
8131000	 0000000000000,00	
8133000	 0000000005971,00	
8134000	 0000000001073,00	
8135000	 0000000034587,00	
8140000	 0000000010033,00	
8141000	 0000000000000,00	
8143000	 0000000001401,00	
8144000	 0000000000863,00	
8145000	 0000000007769,00	
8310000	 0000006842340,00	
8311000	 0000000172732,00	
8312000	 0000000003492,00	
8314000	 0000000069805,00	
8315000	 0000001203161,00	
8315100	 0000000890395,00	
8315200	 0000000312766,00	
8317000	 0000005013858,00	
8318000	 0000000379292,00	
8318100	 0000000283089,00	
8318900	 0000000096203,00	
8319000	 0000000000000,00	
8510000	 0000009041363,00	
8511000	 0000000001752,00	
8513000	 0000009039611,00	
8520000	 0000000264256,00	
8521000	 0000000000000,00	
8523000	 0000000264256,00	
8530000	 0000000101666,00	
8531000	 0000000000000,00	
8533000	 0000000101666,00	
8540000	 0000012626394,00	
8543000	 0000001517008,00	
8544000	 0000007981312,00	
8545000	 0000003128074,00	
8560000	 0000000740964,00	
8563000	 0000000173153,00	
8564000	 0000000340734,00	
8565000	 0000000227077,00	
8610000	 0000002334192,00	
8620000	 0000000007747,00	
8630000	 0000000002178,00	
8640000	 0000004473580,00	
8660000	 0000000024643,00	
8700000	 0000000001057,00	
8710000	 0000000001170,00	
8711000	 0000000000022,00	
8712000	 0000000000469,00	
8713000	 0000000000035,00	
8714000	 0000000000115,00	
8715000	 0000000000033,00	
8716000	 0000000000007,00	
8717000	 0000000000489,00	
8720000	 0000000000113,00	
8721000	 0000000000000,00	
8722000	 0000000000020,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000001,00	
8727000	 0000000000092,00	
8910000	 0000000416376,00	
8911000	 0000000000000,00	
8913000	 0000000159387,00	
8914000	 0000000183877,00	
8915000	 0000000073112,00	
