014	SCOTIABANK CHILE
8110000	 0000000867474,00	
8111000	 0000000000000,00	
8113000	 0000000400630,00	
8114000	 0000000286061,00	
8115000	 0000000180783,00	
8130000	 0000000066021,00	
8131000	 0000000000000,00	
8133000	 0000000015681,00	
8134000	 0000000003295,00	
8135000	 0000000047045,00	
8140000	 0000000029252,00	
8141000	 0000000000000,00	
8143000	 0000000005474,00	
8144000	 0000000001222,00	
8145000	 0000000022556,00	
8310000	 0000006109601,00	
8311000	 0000000194971,00	
8312000	 0000000021911,00	
8314000	 0000000099027,00	
8315000	 0000000692462,00	
8315100	 0000000582497,00	
8315200	 0000000109965,00	
8317000	 0000004977284,00	
8318000	 0000000123946,00	
8318100	 0000000073987,00	
8318900	 0000000049959,00	
8319000	 0000000000000,00	
8510000	 0000010310131,00	
8511000	 0000000130388,00	
8513000	 0000010179743,00	
8520000	 0000000251608,00	
8521000	 0000000000000,00	
8523000	 0000000251608,00	
8530000	 0000000162473,00	
8531000	 0000000000000,00	
8533000	 0000000162473,00	
8540000	 0000014818184,00	
8543000	 0000001841491,00	
8544000	 0000010236492,00	
8545000	 0000002740201,00	
8560000	 0000000657827,00	
8563000	 0000000190983,00	
8564000	 0000000286061,00	
8565000	 0000000180783,00	
8610000	 0000001604961,00	
8620000	 0000000010458,00	
8630000	 0000000003405,00	
8640000	 0000004473651,00	
8660000	 0000000017126,00	
8700000	 0000000003544,00	
8710000	 0000000004643,00	
8711000	 0000000000065,00	
8712000	 0000000002095,00	
8713000	 0000000000078,00	
8714000	 0000000000014,00	
8715000	 0000000000057,00	
8716000	 0000000001098,00	
8717000	 0000000001236,00	
8720000	 0000000001099,00	
8721000	 0000000000557,00	
8722000	 0000000000247,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000251,00	
8726000	 0000000000020,00	
8727000	 0000000000024,00	
8910000	 0000000362135,00	
8911000	 0000000000000,00	
8913000	 0000000226947,00	
8914000	 0000000097401,00	
8915000	 0000000037787,00	
