028	BANCO BICE
8110000	 0000000164676,00	
8111000	 0000000000000,00	
8113000	 0000000149712,00	
8114000	 0000000010322,00	
8115000	 0000000004642,00	
8130000	 0000000003650,00	
8131000	 0000000000000,00	
8133000	 0000000002798,00	
8134000	 0000000000088,00	
8135000	 0000000000764,00	
8140000	 0000000000365,00	
8141000	 0000000000000,00	
8143000	 0000000000023,00	
8144000	 0000000000000,00	
8145000	 0000000000342,00	
8310000	 0000001371595,00	
8311000	 0000000012388,00	
8312000	 0000000035953,00	
8314000	 0000000059897,00	
8315000	 0000000372219,00	
8315100	 0000000362327,00	
8315200	 0000000009892,00	
8317000	 0000000748626,00	
8318000	 0000000133490,00	
8318100	 0000000000000,00	
8318900	 0000000133490,00	
8319000	 0000000009022,00	
8510000	 0000004198903,00	
8511000	 0000000000000,00	
8513000	 0000004198903,00	
8520000	 0000000232779,00	
8521000	 0000000000000,00	
8523000	 0000000232779,00	
8530000	 0000000097229,00	
8531000	 0000000000000,00	
8533000	 0000000097229,00	
8540000	 0000001962642,00	
8543000	 0000000432484,00	
8544000	 0000001352703,00	
8545000	 0000000177455,00	
8560000	 0000000027980,00	
8563000	 0000000013016,00	
8564000	 0000000010322,00	
8565000	 0000000004642,00	
8610000	 0000000927189,00	
8620000	 0000000020385,00	
8630000	 0000000002093,00	
8640000	 0000000421284,00	
8660000	 0000000000644,00	
8700000	 0000000000168,00	
8710000	 0000000000274,00	
8711000	 0000000000000,00	
8712000	 0000000000164,00	
8713000	 0000000000000,00	
8714000	 0000000000004,00	
8715000	 0000000000000,00	
8716000	 0000000000013,00	
8717000	 0000000000093,00	
8720000	 0000000000106,00	
8721000	 0000000000000,00	
8722000	 0000000000090,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000016,00	
8910000	 0000000046532,00	
8911000	 0000000000000,00	
8913000	 0000000040981,00	
8914000	 0000000005093,00	
8915000	 0000000000458,00	
