016	BANCO DE CRÉDITO E INVERSIONES
8110000	 0000001346787,00	
8111000	 0000000000000,00	
8113000	 0000000780348,00	
8114000	 0000000231320,00	
8115000	 0000000335119,00	
8130000	 0000000250591,00	
8131000	 0000000000000,00	
8133000	 0000000063323,00	
8134000	 0000000006260,00	
8135000	 0000000181008,00	
8140000	 0000000041427,00	
8141000	 0000000000000,00	
8143000	 0000000014425,00	
8144000	 0000000002637,00	
8145000	 0000000024365,00	
8310000	 0000009449919,00	
8311000	 0000000204074,00	
8312000	 0000000007483,00	
8314000	 0000000302973,00	
8315000	 0000001576093,00	
8315100	 0000001058835,00	
8315200	 0000000517258,00	
8317000	 0000007115630,00	
8318000	 0000000243666,00	
8318100	 0000000009238,00	
8318900	 0000000234428,00	
8319000	 0000000000000,00	
8510000	 0000015867022,00	
8511000	 0000000352143,00	
8513000	 0000015514879,00	
8520000	 0000000664334,00	
8521000	 0000000000000,00	
8523000	 0000000664334,00	
8530000	 0000000278798,00	
8531000	 0000000000000,00	
8533000	 0000000278798,00	
8540000	 0000014840790,00	
8543000	 0000003584019,00	
8544000	 0000007741843,00	
8545000	 0000003514928,00	
8560000	 0000000893431,00	
8563000	 0000000326992,00	
8564000	 0000000231320,00	
8565000	 0000000335119,00	
8610000	 0000004134504,00	
8620000	 0000000084544,00	
8630000	 0000000002874,00	
8640000	 0000005210882,00	
8660000	 0000000017115,00	
8700000	 0000000005763,00	
8710000	 0000000006609,00	
8711000	 0000000000027,00	
8712000	 0000000002465,00	
8713000	 0000000000735,00	
8714000	 0000000002114,00	
8715000	 0000000000204,00	
8716000	 0000000000634,00	
8717000	 0000000000430,00	
8720000	 0000000000846,00	
8721000	 0000000000367,00	
8722000	 0000000000246,00	
8723000	 0000000000000,00	
8724000	 0000000000052,00	
8725000	 0000000000167,00	
8726000	 0000000000004,00	
8727000	 0000000000010,00	
8910000	 0000000486573,00	
8911000	 0000000000000,00	
8913000	 0000000324840,00	
8914000	 0000000076828,00	
8915000	 0000000084905,00	
