037	BANCO SANTANDER-CHILE
8110000	 0000001847367,00	
8111000	 0000000000000,00	
8113000	 0000001078913,00	
8114000	 0000000510287,00	
8115000	 0000000258167,00	
8130000	 0000000278027,00	
8131000	 0000000000000,00	
8133000	 0000000111370,00	
8134000	 0000000013907,00	
8135000	 0000000152750,00	
8140000	 0000000058061,00	
8141000	 0000000000000,00	
8143000	 0000000018101,00	
8144000	 0000000010086,00	
8145000	 0000000029874,00	
8310000	 0000012041622,00	
8311000	 0000000420812,00	
8312000	 0000000027448,00	
8314000	 0000000180061,00	
8315000	 0000001729218,00	
8315100	 0000001090664,00	
8315200	 0000000638554,00	
8317000	 0000009350161,00	
8318000	 0000000333922,00	
8318100	 0000000008915,00	
8318900	 0000000325007,00	
8319000	 0000000000000,00	
8510000	 0000010028793,00	
8511000	 0000000000709,00	
8513000	 0000010028084,00	
8520000	 0000000894610,00	
8521000	 0000000000000,00	
8523000	 0000000894610,00	
8530000	 0000000403406,00	
8531000	 0000000000000,00	
8533000	 0000000403406,00	
8540000	 0000019044378,00	
8543000	 0000003927611,00	
8544000	 0000010323322,00	
8545000	 0000004793445,00	
8560000	 0000001221336,00	
8563000	 0000000452882,00	
8564000	 0000000510287,00	
8565000	 0000000258167,00	
8610000	 0000004549763,00	
8620000	 0000000072384,00	
8630000	 0000000008242,00	
8640000	 0000007401906,00	
8660000	 0000000009327,00	
8700000	 0000000004458,00	
8710000	 0000000004641,00	
8711000	 0000000000964,00	
8712000	 0000000001643,00	
8713000	 0000000000310,00	
8714000	 0000000000482,00	
8715000	 0000000000350,00	
8716000	 0000000000320,00	
8717000	 0000000000572,00	
8720000	 0000000000183,00	
8721000	 0000000000000,00	
8722000	 0000000000071,00	
8723000	 0000000000000,00	
8724000	 0000000000003,00	
8725000	 0000000000069,00	
8726000	 0000000000000,00	
8727000	 0000000000040,00	
8910000	 0000000624982,00	
8911000	 0000000000000,00	
8913000	 0000000390399,00	
8914000	 0000000156508,00	
8915000	 0000000078075,00	
