028	BANCO BICE
8110000	 0000000076740,00	
8111000	 0000000000000,00	
8113000	 0000000071119,00	
8114000	 0000000003109,00	
8115000	 0000000002512,00	
8130000	 0000000005273,00	
8131000	 0000000000000,00	
8133000	 0000000003814,00	
8134000	 0000000000000,00	
8135000	 0000000001459,00	
8140000	 0000000001169,00	
8141000	 0000000000000,00	
8143000	 0000000000593,00	
8144000	 0000000000207,00	
8145000	 0000000000369,00	
8310000	 0000001211464,00	
8311000	 0000000011668,00	
8312000	 0000000009036,00	
8314000	 0000000030655,00	
8315000	 0000000262052,00	
8315100	 0000000223818,00	
8315200	 0000000038234,00	
8317000	 0000000711167,00	
8318000	 0000000183149,00	
8318100	 0000000000000,00	
8318900	 0000000183149,00	
8319000	 0000000003737,00	
8510000	 0000003144310,00	
8511000	 0000000011834,00	
8513000	 0000003132476,00	
8520000	 0000000176541,00	
8521000	 0000000000000,00	
8523000	 0000000176541,00	
8530000	 0000000038237,00	
8531000	 0000000000000,00	
8533000	 0000000038237,00	
8540000	 0000001028477,00	
8543000	 0000000201195,00	
8544000	 0000000703876,00	
8545000	 0000000123406,00	
8560000	 0000000012784,00	
8563000	 0000000007163,00	
8564000	 0000000003109,00	
8565000	 0000000002512,00	
8610000	 0000000894967,00	
8620000	 0000000028047,00	
8630000	 0000000000552,00	
8640000	 0000000287730,00	
8660000	 0000000000168,00	
