014	SCOTIABANK CHILE
8110000	 0000000485341,00	
8111000	 0000000000000,00	
8113000	 0000000225417,00	
8114000	 0000000175537,00	
8115000	 0000000084387,00	
8130000	 0000000104024,00	
8131000	 0000000000000,00	
8133000	 0000000017301,00	
8134000	 0000000002105,00	
8135000	 0000000084618,00	
8140000	 0000000042725,00	
8141000	 0000000000000,00	
8143000	 0000000008927,00	
8144000	 0000000003241,00	
8145000	 0000000030557,00	
8310000	 0000003527510,00	
8311000	 0000000134899,00	
8312000	 0000000004658,00	
8314000	 0000000037330,00	
8315000	 0000000337582,00	
8315100	 0000000159735,00	
8315200	 0000000177847,00	
8317000	 0000002788747,00	
8318000	 0000000224294,00	
8318100	 0000000224294,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002865477,00	
8511000	 0000000007492,00	
8513000	 0000002857985,00	
8520000	 0000000145190,00	
8521000	 0000000000000,00	
8523000	 0000000145190,00	
8530000	 0000000046048,00	
8531000	 0000000000000,00	
8533000	 0000000046048,00	
8540000	 0000005350606,00	
8543000	 0000001055725,00	
8544000	 0000002894244,00	
8545000	 0000001400637,00	
8560000	 0000000361328,00	
8563000	 0000000101404,00	
8564000	 0000000175537,00	
8565000	 0000000084387,00	
8610000	 0000000594337,00	
8620000	 0000000004297,00	
8630000	 0000000003110,00	
8640000	 0000002917417,00	
8660000	 0000000008349,00	
