001	BANCO DE CHILE
8110000	 0000000849913,00	
8111000	 0000000000000,00	
8113000	 0000000479616,00	
8114000	 0000000132285,00	
8115000	 0000000238012,00	
8130000	 0000000248925,00	
8131000	 0000000000000,00	
8133000	 0000000052992,00	
8134000	 0000000003525,00	
8135000	 0000000192408,00	
8140000	 0000000040258,00	
8141000	 0000000000000,00	
8143000	 0000000009993,00	
8144000	 0000000001873,00	
8145000	 0000000028392,00	
8310000	 0000010440835,00	
8311000	 0000000293881,00	
8312000	 0000000052716,00	
8314000	 0000000165394,00	
8315000	 0000002153893,00	
8315100	 0000001789358,00	
8315200	 0000000364535,00	
8317000	 0000007475456,00	
8318000	 0000000299495,00	
8318100	 0000000000000,00	
8318900	 0000000299495,00	
8319000	 0000000000000,00	
8510000	 0000011722935,00	
8511000	 0000000338325,00	
8513000	 0000011384610,00	
8520000	 0000000196414,00	
8521000	 0000000000000,00	
8523000	 0000000196414,00	
8530000	 0000000210354,00	
8531000	 0000000000000,00	
8533000	 0000000210354,00	
8540000	 0000012931417,00	
8543000	 0000002494877,00	
8544000	 0000006725052,00	
8545000	 0000003711488,00	
8560000	 0000000555635,00	
8563000	 0000000185338,00	
8564000	 0000000132285,00	
8565000	 0000000238012,00	
8610000	 0000004200168,00	
8620000	 0000000008176,00	
8630000	 0000000002800,00	
8640000	 0000006213486,00	
8660000	 0000000016205,00	
