"banco_codigo;periodo;ifrs;clp;uf;mx;total";banco_codigo;periodo;ifrs;clp;uf;mx;total
NA;001;2024-08-01;146000000;43343470989;12790302451876;0;0
NA;001;2024-08-01;148000000;5283045901341;32236886466;0;64611091671
NA;001;2024-08-01;500000000;14331942806614;20401495079955;162007024366;3825080883324
NA;012;2024-08-01;145000000;8246143001347;6857623371340;98797249650;1921270474009
NA;012;2024-08-01;146000000;1369416528;15610812298911;0;0
NA;012;2024-08-01;148000000;2591640556931;0;0;8025409016
NA;012;2024-08-01;500000000;10839152974806;22468435670251;98797249650;2649719794013
NA;037;2024-08-01;145000000;6982429413104;6368112992947;107751768;3626029583542
NA;037;2024-08-01;146000000;3163448732;17544070168215;0;0
NA;037;2024-08-01;148000000;5673889169638;3413059484;0;76254054845
NA;037;2024-08-01;500000000;12670476468077;23924362680746;107751768;3722124118938
NA;001;2024-09-01;145000000;8768465547507;7642296353451;159772743104;3394196318196
NA;001;2024-09-01;146000000;43271047921;12856632704119;0;0
NA;001;2024-09-01;148000000;5236441051169;31490616145;0;74755158685
NA;001;2024-09-01;500000000;14248177646597;20530419673715;159772743104;3867033928515
NA;012;2024-09-01;145000000;8184775418467;6874482075967;95738794924;1853620080370
NA;012;2024-09-01;146000000;1374267996;15756807150022;0;0
NA;012;2024-09-01;148000000;2581633815283;0;0;8302681989
NA;012;2024-09-01;500000000;10767783501746;22631289225989;95738794924;2662637638403
NA;037;2024-09-01;145000000;7117372647162;6367466521312;165483349;3524395598529
NA;037;2024-09-01;146000000;3735767661;17572848582703;0;0
NA;037;2024-09-01;148000000;5643709679936;3341396721;0;89435354710
NA;037;2024-09-01;500000000;12775621493118;23952503462856;165483349;3634450403165
NA;001;2024-10-01;145000000;8616977042026;7646818086553;167746942582;3415566024674
NA;001;2024-10-01;146000000;43575006854;12925288799688;0;0
NA;001;2024-10-01;148000000;5285366499407;30505300693;0;73260834768
NA;001;2024-10-01;500000000;14145947801852;20602612186934;167746942582;3839018823876
NA;012;2024-10-01;145000000;8232756985766;6784902550832;101412811699;2008550414600
NA;012;2024-10-01;146000000;1340897277;15839738627242;0;0
NA;012;2024-10-01;148000000;2614973025461;0;0;9069563965
NA;012;2024-10-01;500000000;10849070908504;22624641178074;101412811699;3015730362610
NA;037;2024-10-01;145000000;7235190447378;6347754918809;252543962;3757081832816
NA;037;2024-10-01;146000000;4924439312;17555629194062;0;0
NA;037;2024-10-01;148000000;5697773334765;3264760018;0;84115514040
NA;037;2024-10-01;500000000;12948697429526;23918381176763;252543962;3902140430747
NA;001;2024-11-01;145000000;8653791336394;7586310548289;170782780358;3420745451868
NA;001;2024-11-01;146000000;43972763139;13054685262844;0;0
NA;001;2024-11-01;148000000;5349163468031;30028248722;0;70885193531
NA;001;2024-11-01;500000000;14346971317663;20671024059855;170782780358;3830367923270
NA;012;2024-11-01;145000000;8423458780025;6785387538305;101775778692;2185763116052
NA;012;2024-11-01;146000000;1329830723;16039061066452;0;0
NA;012;2024-11-01;148000000;2638806651492;0;0;9044371040
NA;012;2024-11-01;500000000;11063595262240;22824448604757;101775778692;3252971383710
NA;037;2024-11-01;145000000;7279001401587;6367867929967;248648713;3841731860234
NA;037;2024-11-01;146000000;5351874433;17544181653852;0;0
NA;037;2024-11-01;148000000;5742538631837;3250919682;0;84972036552
NA;037;2024-11-01;500000000;13037764032803;23935747781785;248648713;3979480722852
NA;001;2024-12-01;145000000;8820239449970;7577272533494;171989145656;3535726543030
NA;001;2024-12-01;146000000;44717012190;13173869093398;0;0
NA;001;2024-12-01;148000000;5448272428125;30454982914;0;72578071909
NA;001;2024-12-01;500000000;14613270557194;20781596609806;171989145656;3975965980508
NA;012;2024-12-01;145000000;8275529194680;6797399995459;98970303217;2172209221308
NA;012;2024-12-01;146000000;1319203896;16244426755765;0;0
NA;012;2024-12-01;148000000;2668177452725;0;0;9196998386
NA;012;2024-12-01;500000000;10945025851301;23041826751224;98970303217;3079287088671
NA;037;2024-12-01;145000000;7497157173270;6372066435161;314633874;3951615892073
NA;037;2024-12-01;146000000;5818530483;17553950375650;0;0
NA;037;2024-12-01;148000000;5825003132658;3144908724;0;83489444101
NA;037;2024-12-01;500000000;13338595571983;23955295142229;314633874;4104541088762
NA;001;2025-01-01;145000000;8819849354216;7630008012496;169103506225;3533751390444
NA;001;2025-01-01;146000000;45127997283;13220259695883;0;0
NA;001;2025-01-01;148000000;5430404103020;30156711719;0;76064580183
NA;001;2025-01-01;500000000;14395381454519;20880424420098;169103506225;3893679886330
NA;012;2025-01-01;145000000;8281408099772;6742047199900;94204217918;2198953382430
NA;012;2025-01-01;146000000;1300855226;16301264879242;0;0
NA;012;2025-01-01;148000000;2691252902893;0;0;9916203902
NA;012;2025-01-01;500000000;10973961857891;23043312079142;94204217918;2913193024428
NA;037;2025-01-01;145000000;7297808762395;6334091073922;330284034;3911618305811
NA;037;2025-01-01;146000000;4019696423;17477584326543;0;0
NA;037;2025-01-01;148000000;5801934845616;3088265368;0;87211196389
NA;037;2025-01-01;500000000;13114422276544;23851536841828;330284034;4037137945740
NA;001;2025-02-01;145000000;9030578002818;7686651276300;166485515119;3480465849239
NA;001;2025-02-01;146000000;45128007398;13338323828148;0;0
NA;001;2025-02-01;148000000;5324149680872;30006533731;0;77601657878
NA;001;2025-02-01;500000000;14499855691088;21054981638179;166485515119;3866049958472
NA;012;2025-02-01;145000000;8378173475075;6785810700346;91035069311;2169646594247
NA;012;2025-02-01;146000000;1301590309;16483632765282;0;0
NA;012;2025-02-01;148000000;2705432982220;0;0;9697528080
NA;012;2025-02-01;500000000;11084908047604;23269443465628;91035069311;2851315187875
NA;037;2025-02-01;145000000;7263976532663;6333466658408;207791298;3808239859410
NA;037;2025-02-01;146000000;2844381404;17520431465330;0;0
NA;037;2025-02-01;148000000;5728279166350;3027701560;0;93607677752
NA;037;2025-02-01;500000000;13005850716813;23905739836106;207791298;3975917427082
NA;001;2025-03-01;145000000;9058960575372;7843411942498;168454945426;3201778638076
NA;001;2025-03-01;146000000;45477603553;13453938576037;0;0
NA;001;2025-03-01;148000000;5452295573695;29775300226;0;66241796385
NA;001;2025-03-01;500000000;14756733752851;21327125818761;168454945426;3668785617689
NA;012;2025-03-01;145000000;8437785012832;6784575310971;93621490243;1963326064674
NA;012;2025-03-01;146000000;1290161485;16680580287132;0;0
NA;012;2025-03-01;148000000;2707826857647;0;0;8224695634
NA;012;2025-03-01;500000000;11146902031964;23465155598103;93621490243;2672844849656
NA;037;2025-03-01;145000000;7453985436047;6036453738368;216776872;4162541808344
NA;037;2025-03-01;146000000;1573589341;17544723261541;0;0
NA;037;2025-03-01;148000000;5785705004879;2952594785;0;72502658253
NA;037;2025-03-01;500000000;13251792157378;23644638355196;216776872;4310149500513
NA;001;2025-04-01;145000000;9052707408771;7844492964915;165099703230;3287739374818
NA;001;2025-04-01;146000000;46033974988;13543778101195;0;0
NA;001;2025-04-01;148000000;5478226345358;29548198558;0;67606964468
NA;001;2025-04-01;500000000;14876967729117;21417819264668;165099703230;3632833539982
NA;012;2025-04-01;145000000;8429526308439;6761201510085;93537475916;2023763593961
NA;012;2025-04-01;146000000;1293326929;16825513200838;0;0
NA;012;2025-04-01;148000000;2708943045321;0;0;8447063406
NA;012;2025-04-01;500000000;11139762680689;23586714710923;93537475916;2835844960972
NA;037;2025-04-01;145000000;7512559000660;6325194558046;251732188;3767174389466
NA;037;2025-04-01;146000000;1145114639;17557376717650;0;0
NA;037;2025-04-01;148000000;5811360207575;2777231497;0;76649356115
NA;037;2025-04-01;500000000;13335683950093;23955933509622;251732188;3880296733744
NA;001;2025-05-01;145000000;9015354228265;7880184671756;165731164483;3250346541043
NA;001;2025-05-01;146000000;46987605767;13619060243243;0;0
NA;001;2025-05-01;148000000;5444432754015;29721771531;0;73558639131
NA;001;2025-05-01;500000000;14757677060395;21528966686530;165731164483;3653152095141
NA;012;2025-05-01;145000000;8547197754232;6752095607997;90292411973;2209311863653
NA;012;2025-05-01;146000000;1285586387;16942361054917;0;0
NA;012;2025-05-01;148000000;2702321661756;0;0;8734439476
NA;012;2025-05-01;500000000;11250805002375;23694456662914;90292411973;3100372206242
NA;037;2025-05-01;145000000;7515588214370;6277318789752;243382736;3690543896788
NA;037;2025-05-01;146000000;968487668;17540537941400;0;0
NA;037;2025-05-01;148000000;5786994618783;2715932533;0;90020769725
NA;037;2025-05-01;500000000;13358156688153;23901372633430;243382736;3843909367165
NA;001;2025-06-01;145000000;8924434087925;7853368519580;166200226341;3139259750897
NA;001;2025-06-01;146000000;47678152103;13672083232204;0;0
NA;001;2025-06-01;148000000;5467806921564;29173183533;0;74486178539
NA;001;2025-06-01;500000000;14439919405871;21554624935317;166200226341;3457683381983
NA;012;2025-06-01;145000000;8339890974700;7161425154665;84569814561;2135733771467
NA;012;2025-06-01;146000000;1286055145;17060948803860;0;0
NA;012;2025-06-01;148000000;2703409397546;0;0;8113274803
NA;012;2025-06-01;500000000;11044586427391;24222373958525;84569814561;3054190645759
NA;037;2025-06-01;145000000;7545214830531;6237926029936;207255755;3762016967676
NA;037;2025-06-01;146000000;959664050;17485554475722;0;0
NA;037;2025-06-01;148000000;5800061420120;2674744442;0;93082313588
NA;037;2025-06-01;500000000;13401297746987;23814182481666;207255755;3905844160785
NA;001;2025-07-01;145000000;9041090302962;7857003131922;175985795064;3189324673681
NA;001;2025-07-01;146000000;48015900247;13667800028695;0;0
NA;001;2025-07-01;148000000;5441098364287;28685585971;0;75462117542
NA;001;2025-07-01;500000000;14530204567496;21553488746588;175985795064;3612921641655
NA;012;2025-07-01;145000000;8474213928715;7149261661290;85688233566;2302168877472
NA;012;2025-07-01;146000000;1280812786;17080422687713;0;0
NA;012;2025-07-01;148000000;2704771193197;0;0;8473020188
NA;012;2025-07-01;500000000;11180265934698;24229684349003;85688233566;3153870632261
NA;037;2025-07-01;145000000;7540819873959;6139782290291;262392703;3948610269628
NA;037;2025-07-01;146000000;18375904116;17381059500891;0;0
NA;037;2025-07-01;148000000;5815009798394;2577838597;0;94577262900
NA;037;2025-07-01;500000000;13429635744258;23632197059512;262392703;4080654995366
NA;001;2025-08-01;145000000;9186251316296;7874721638017;177684162278;3343899879996
NA;001;2025-08-01;146000000;48253124839;13753641414602;0;0
NA;001;2025-08-01;148000000;5448677156206;28056738782;0;67939293209
NA;001;2025-08-01;500000000;14983260764007;21656419791401;177684162278;3700594381192
NA;012;2025-08-01;145000000;8405033138801;7263442457714;83861806445;2467724194550
NA;012;2025-08-01;146000000;1274786423;17237191389444;0;0
NA;012;2025-08-01;148000000;2711397055193;0;0;7686995436
NA;012;2025-08-01;500000000;11117704980417;24500633847158;83861806445;3346126490125
NA;037;2025-08-01;145000000;7517106837176;6189325352981;500538669;4009954848476
NA;037;2025-08-01;146000000;939461808;17451359283493;0;0
NA;037;2025-08-01;148000000;5813038371972;2488488648;0;83994570099
NA;037;2025-08-01;500000000;13386932468205;23772255681002;500538669;4150433043705
NA;001;2025-09-01;145000000;9170440244727;7840904649365;176328198410;3032737614265
NA;001;2025-09-01;146000000;48940956672;13796278813658;0;0
NA;001;2025-09-01;148000000;5435456562376;27342778723;0;79371488645
NA;001;2025-09-01;500000000;14954837763775;21664526241746;176328198410;3474494852044
NA;012;2025-09-01;145000000;8450543311085;7241994254871;81231994465;2028926438892
NA;012;2025-09-01;146000000;1252590666;17450799557942;0;0
NA;012;2025-09-01;148000000;2712411654130;0;0;8118375240
NA;012;2025-09-01;500000000;11164207555881;24692793812813;81231994465;2846021907408
NA;037;2025-09-01;145000000;7510606163541;6158324762710;644578787;3930572430658
NA;037;2025-09-01;146000000;49455632998;17404849958313;0;0
NA;037;2025-09-01;148000000;5806502528636;2427736441;0;92664396937
NA;037;2025-09-01;500000000;13421696799239;23705479097071;644578787;4093374576166
NA;001;2025-10-01;145000000;8843059201376;7815585557784;181156546650;2862110270087
NA;001;2025-10-01;146000000;48877569750;13822254766729;0;0
NA;001;2025-10-01;148000000;5521810864509;26855251467;0;69779070703
NA;001;2025-10-01;500000000;14663780789063;21664695575980;181156546650;3268128104798
NA;012;2025-10-01;145000000;8499265700722;7062180924272;78878560072;2139641778953
NA;012;2025-10-01;146000000;1245434373;17576232425800;0;0
NA;012;2025-10-01;148000000;2736018130837;0;0;8212307919
NA;012;2025-10-01;500000000;11236529265932;24638413350072;78878560072;3095744195435
NA;037;2025-10-01;145000000;7530326056233;6158593278259;596976411;3753363513760
NA;037;2025-10-01;146000000;48325888511;17416149355919;0;0
NA;037;2025-10-01;148000000;5869776597325;2351282223;0;83285483634
NA;037;2025-10-01;500000000;13503892273165;23731553443110;596976411;3890295001617
NA;001;2025-11-01;145000000;9021914201881;7795536497305;179009531808;2693421917997
NA;001;2025-11-01;146000000;49678858144;13835806651961;0;0
NA;001;2025-11-01;148000000;5542817424244;25908465008;0;62472681697
NA;001;2025-11-01;500000000;14614410484269;21657251614274;179009531808;3088987034607
NA;012;2025-11-01;145000000;8649915838106;7071466352193;77326515409;2181506634312
NA;012;2025-11-01;146000000;1242974316;17681700360101;0;0
NA;012;2025-11-01;148000000;2742350415524;0;0;7493110290
NA;012;2025-11-01;500000000;11393509227946;24753166712294;77326515409;3163521838721
NA;037;2025-11-01;145000000;7640127764555;6180354911710;446520558;3642089111747
NA;037;2025-11-01;146000000;810578559;17448248989395;0;0
NA;037;2025-11-01;148000000;5873537910876;2327894021;0;77965993658
NA;037;2025-11-01;500000000;13570305828787;23809707298787;446520558;3791825782751
