049	BANCO SECURITY
8110000	 0000000456893,00	
8111000	 0000000000000,00	
8113000	 0000000419619,00	
8114000	 0000000011565,00	
8115000	 0000000025709,00	
8130000	 0000000040284,00	
8131000	 0000000000000,00	
8133000	 0000000016242,00	
8134000	 0000000000752,00	
8135000	 0000000023290,00	
8140000	 0000000003676,00	
8141000	 0000000000000,00	
8143000	 0000000001326,00	
8144000	 0000000000009,00	
8145000	 0000000002341,00	
8310000	 0000001165011,00	
8311000	 0000000017912,00	
8312000	 0000000000000,00	
8314000	 0000000012795,00	
8315000	 0000000205595,00	
8315100	 0000000160234,00	
8315200	 0000000045361,00	
8317000	 0000000928709,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003799448,00	
8511000	 0000000000145,00	
8513000	 0000003799303,00	
8520000	 0000000801328,00	
8521000	 0000000000000,00	
8523000	 0000000801328,00	
8530000	 0000000285940,00	
8531000	 0000000000000,00	
8533000	 0000000285940,00	
8540000	 0000001359722,00	
8543000	 0000000223817,00	
8544000	 0000000698747,00	
8545000	 0000000437158,00	
8560000	 0000000054078,00	
8563000	 0000000016804,00	
8564000	 0000000011565,00	
8565000	 0000000025709,00	
8610000	 0000000357122,00	
8620000	 0000000026068,00	
8630000	 0000000003949,00	
8640000	 0000000776498,00	
8660000	 0000000001374,00	
8700000	 0000000000840,00	
8710000	 0000000001011,00	
8711000	 0000000000005,00	
8712000	 0000000000741,00	
8713000	 0000000000011,00	
8714000	 0000000000003,00	
8715000	 0000000000057,00	
8716000	 0000000000001,00	
8717000	 0000000000193,00	
8720000	 0000000000171,00	
8721000	 0000000000000,00	
8722000	 0000000000083,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000076,00	
8726000	 0000000000000,00	
8727000	 0000000000012,00	
8910000	 0000000134539,00	
8911000	 0000000000000,00	
8913000	 0000000121035,00	
8914000	 0000000007547,00	
8915000	 0000000005957,00	
