001	BANCO DE CHILE
8110000	 0000001223432,00	
8111000	 0000000000000,00	
8113000	 0000000566448,00	
8114000	 0000000320646,00	
8115000	 0000000336338,00	
8130000	 0000000302266,00	
8131000	 0000000000000,00	
8133000	 0000000056953,00	
8134000	 0000000007336,00	
8135000	 0000000237977,00	
8140000	 0000000037186,00	
8141000	 0000000000000,00	
8143000	 0000000007943,00	
8144000	 0000000003090,00	
8145000	 0000000026153,00	
8310000	 0000010866708,00	
8311000	 0000000252181,00	
8312000	 0000000124863,00	
8314000	 0000000338942,00	
8315000	 0000002195878,00	
8315100	 0000001810485,00	
8315200	 0000000385393,00	
8317000	 0000007831172,00	
8318000	 0000000123672,00	
8318100	 0000000000000,00	
8318900	 0000000123672,00	
8319000	 0000000000000,00	
8510000	 0000013270071,00	
8511000	 0000000389443,00	
8513000	 0000012880628,00	
8520000	 0000000195349,00	
8521000	 0000000000000,00	
8523000	 0000000195349,00	
8530000	 0000000204003,00	
8531000	 0000000000000,00	
8533000	 0000000204003,00	
8540000	 0000017125877,00	
8543000	 0000004474185,00	
8544000	 0000009027740,00	
8545000	 0000003623952,00	
8560000	 0000000979661,00	
8563000	 0000000322677,00	
8564000	 0000000320646,00	
8565000	 0000000336338,00	
8610000	 0000004107189,00	
8620000	 0000000032970,00	
8630000	 0000000003905,00	
8640000	 0000006695618,00	
8660000	 0000000027026,00	
8700000	 0000000008301,00	
8710000	 0000000014508,00	
8711000	 0000000000004,00	
8712000	 0000000005445,00	
8713000	 0000000000263,00	
8714000	 0000000000025,00	
8715000	 0000000004943,00	
8716000	 0000000000543,00	
8717000	 0000000003285,00	
8720000	 0000000006207,00	
8721000	 0000000000001,00	
8722000	 0000000001033,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000003780,00	
8726000	 0000000000020,00	
8727000	 0000000001373,00	
8910000	 0000000302725,00	
8911000	 0000000000000,00	
8913000	 0000000190140,00	
8914000	 0000000078216,00	
8915000	 0000000034369,00	
