028	BANCO BICE
8110000	 0000000133654,00	
8111000	 0000000000000,00	
8113000	 0000000125660,00	
8114000	 0000000005474,00	
8115000	 0000000002520,00	
8130000	 0000000003673,00	
8131000	 0000000000000,00	
8133000	 0000000001532,00	
8134000	 0000000000014,00	
8135000	 0000000002127,00	
8140000	 0000000001162,00	
8141000	 0000000000000,00	
8143000	 0000000000338,00	
8144000	 0000000000137,00	
8145000	 0000000000687,00	
8310000	 0000001525513,00	
8311000	 0000000017822,00	
8312000	 0000000009482,00	
8314000	 0000000038217,00	
8315000	 0000000361239,00	
8315100	 0000000336823,00	
8315200	 0000000024416,00	
8317000	 0000000903644,00	
8318000	 0000000187443,00	
8318100	 0000000000000,00	
8318900	 0000000187443,00	
8319000	 0000000007666,00	
8510000	 0000003719292,00	
8511000	 0000000000000,00	
8513000	 0000003719292,00	
8520000	 0000000219267,00	
8521000	 0000000000000,00	
8523000	 0000000219267,00	
8530000	 0000000069453,00	
8531000	 0000000000000,00	
8533000	 0000000069453,00	
8540000	 0000001486296,00	
8543000	 0000000348339,00	
8544000	 0000000988860,00	
8545000	 0000000149097,00	
8560000	 0000000016462,00	
8563000	 0000000008468,00	
8564000	 0000000005474,00	
8565000	 0000000002520,00	
8610000	 0000001157385,00	
8620000	 0000000021410,00	
8630000	 0000000000195,00	
8640000	 0000000346012,00	
8660000	 0000000000511,00	
8700000	 0000000000417,00	
8710000	 0000000000675,00	
8711000	 0000000000000,00	
8712000	 0000000000401,00	
8713000	 0000000000000,00	
8714000	 0000000000023,00	
8715000	 0000000000000,00	
8716000	 0000000000019,00	
8717000	 0000000000232,00	
8720000	 0000000000258,00	
8721000	 0000000000000,00	
8722000	 0000000000238,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000007,00	
8727000	 0000000000013,00	
