049	BANCO SECURITY
8110000	 0000000241753,00	
8111000	 0000000000000,00	
8113000	 0000000217298,00	
8114000	 0000000006576,00	
8115000	 0000000017879,00	
8130000	 0000000034200,00	
8131000	 0000000000000,00	
8133000	 0000000016784,00	
8134000	 0000000000596,00	
8135000	 0000000016820,00	
8140000	 0000000005532,00	
8141000	 0000000000000,00	
8143000	 0000000002379,00	
8144000	 0000000000391,00	
8145000	 0000000002762,00	
8310000	 0000001182574,00	
8311000	 0000000017591,00	
8312000	 0000000000000,00	
8314000	 0000000033290,00	
8315000	 0000000244384,00	
8315100	 0000000220312,00	
8315200	 0000000024072,00	
8317000	 0000000887309,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003021910,00	
8511000	 0000000009007,00	
8513000	 0000003012903,00	
8520000	 0000000686968,00	
8521000	 0000000000000,00	
8523000	 0000000686968,00	
8530000	 0000000170424,00	
8531000	 0000000000000,00	
8533000	 0000000170424,00	
8540000	 0000001349249,00	
8543000	 0000000270743,00	
8544000	 0000000604202,00	
8545000	 0000000474304,00	
8560000	 0000000042580,00	
8563000	 0000000018125,00	
8564000	 0000000006576,00	
8565000	 0000000017879,00	
8610000	 0000000439063,00	
8620000	 0000000025290,00	
8630000	 0000000004326,00	
8640000	 0000000713206,00	
8660000	 0000000000689,00	
