037	BANCO SANTANDER-CHILE
811000000	 2108004667715,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1332246033661,00	
811200100	 1152082534579,00	
811200101	 1152075843936,00	
811200102	 0000000000000,00	
811200103	 0000006690643,00	
811200104	 0000000000000,00	
811200600	 0031544406376,00	
811200700	 0011083394215,00	
811200800	 0010709805309,00	
811200900	 0007942636950,00	
811201000	 0091138249344,00	
811201100	 0009473323278,00	
811201200	 0018271683610,00	
811300000	 0550954926716,00	
811300100	 0000061793547,00	
811300200	 0000163995490,00	
811300300	 0002395937240,00	
811300400	 0544302487220,00	
811300500	 0000000000000,00	
811300600	 0004030713219,00	
811400000	 0224803707338,00	
811400100	 0190473017372,00	
811400200	 0007712763609,00	
811400300	 0026118582654,00	
811400400	 0000002466688,00	
811400500	 0000496877015,00	
812000000	 1147876382595,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0667044260933,00	
812200100	 0619017860806,00	
812200101	 0619011170163,00	
812200102	 0000000000000,00	
812200103	 0000006690643,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000179621685,00	
812200800	 0005639486545,00	
812200900	 0000007201902,00	
812201000	 0029356767679,00	
812201100	 0008411735679,00	
812201200	 0004431586637,00	
812300000	 0288489689959,00	
812300100	 0000066655476,00	
812300200	 0000109027786,00	
812300300	 0001490951219,00	
812300400	 0283697156954,00	
812300500	 0000000000000,00	
812300600	 0003125898524,00	
812400000	 0192342431703,00	
812400100	 0173643525293,00	
812400200	 0000000000000,00	
812400300	 0018649939549,00	
812400400	 0000000000000,00	
812400500	 0000048966861,00	
813000000	 0216794831598,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0075427555533,00	
813200100	 0059008291704,00	
813200101	 0059007561206,00	
813200102	 0000000000000,00	
813200103	 0000000730498,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0001802951875,00	
813200800	 0001648729779,00	
813200900	 0000663282877,00	
813201000	 0004564542577,00	
813201100	 0000821349106,00	
813201200	 0006918407615,00	
813300000	 0010493293779,00	
813300100	 0000013153686,00	
813300200	 0000000240963,00	
813300300	 0000000000000,00	
813300400	 0010457311047,00	
813300500	 0000000000000,00	
813300600	 0000022588083,00	
813400000	 0130873982286,00	
813400100	 0090616363272,00	
813400200	 0005173018702,00	
813400300	 0033237730968,00	
813400400	 0000024350469,00	
813400500	 0001822518875,00	
814000000	 0046618252641,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
