039	ITAÚ CORPBANCA
8110000	 0000000977946,00	
8111000	 0000000000000,00	
8113000	 0000000774480,00	
8114000	 0000000119536,00	
8115000	 0000000083930,00	
8130000	 0000000141187,00	
8131000	 0000000000000,00	
8133000	 0000000058204,00	
8134000	 0000000002976,00	
8135000	 0000000080007,00	
8140000	 0000000016543,00	
8141000	 0000000000000,00	
8143000	 0000000007027,00	
8144000	 0000000000821,00	
8145000	 0000000008695,00	
8310000	 0000005600653,00	
8311000	 0000000260738,00	
8312000	 0000000003138,00	
8314000	 0000000080202,00	
8315000	 0000001141257,00	
8315100	 0000000827485,00	
8315200	 0000000313772,00	
8317000	 0000002602750,00	
8318000	 0000001512568,00	
8318100	 0000000921278,00	
8318900	 0000000591290,00	
8319000	 0000000000000,00	
8510000	 0000012159447,00	
8511000	 0000000165066,00	
8513000	 0000011994381,00	
8520000	 0000000553303,00	
8521000	 0000000000000,00	
8523000	 0000000553303,00	
8530000	 0000000373281,00	
8531000	 0000000000000,00	
8533000	 0000000373281,00	
8540000	 0000008336061,00	
8543000	 0000002250196,00	
8544000	 0000003720713,00	
8545000	 0000002365152,00	
8560000	 0000000343216,00	
8563000	 0000000139750,00	
8564000	 0000000119536,00	
8565000	 0000000083930,00	
8610000	 0000002587701,00	
8620000	 0000000026938,00	
8630000	 0000000013177,00	
8640000	 0000002969613,00	
8660000	 0000000003224,00	
