028	BANCO BICE
8110000	 0000000077265,00	
8111000	 0000000000000,00	
8113000	 0000000071705,00	
8114000	 0000000003059,00	
8115000	 0000000002501,00	
8130000	 0000000002531,00	
8131000	 0000000000000,00	
8133000	 0000000001372,00	
8134000	 0000000000000,00	
8135000	 0000000001159,00	
8140000	 0000000001067,00	
8141000	 0000000000000,00	
8143000	 0000000000576,00	
8144000	 0000000000202,00	
8145000	 0000000000289,00	
8310000	 0000001181526,00	
8311000	 0000000013062,00	
8312000	 0000000008651,00	
8314000	 0000000034215,00	
8315000	 0000000255943,00	
8315100	 0000000217300,00	
8315200	 0000000038643,00	
8317000	 0000000706807,00	
8318000	 0000000159624,00	
8318100	 0000000000000,00	
8318900	 0000000159624,00	
8319000	 0000000003224,00	
8510000	 0000003045876,00	
8511000	 0000000007592,00	
8513000	 0000003038284,00	
8520000	 0000000160649,00	
8521000	 0000000000000,00	
8523000	 0000000160649,00	
8530000	 0000000039478,00	
8531000	 0000000000000,00	
8533000	 0000000039478,00	
8540000	 0000001002702,00	
8543000	 0000000196846,00	
8544000	 0000000687439,00	
8545000	 0000000118417,00	
8560000	 0000000012920,00	
8563000	 0000000007360,00	
8564000	 0000000003059,00	
8565000	 0000000002501,00	
8610000	 0000000875532,00	
8620000	 0000000027549,00	
8630000	 0000000000314,00	
8640000	 0000000277855,00	
8660000	 0000000000276,00	
