001	BANCO DE CHILE
8110000	 0000000835722,00	
8111000	 0000000000000,00	
8113000	 0000000473182,00	
8114000	 0000000124488,00	
8115000	 0000000238052,00	
8130000	 0000000199166,00	
8131000	 0000000000000,00	
8133000	 0000000043176,00	
8134000	 0000000003030,00	
8135000	 0000000152960,00	
8140000	 0000000032813,00	
8141000	 0000000000000,00	
8143000	 0000000008360,00	
8144000	 0000000001515,00	
8145000	 0000000022938,00	
8310000	 0000010488821,00	
8311000	 0000000321840,00	
8312000	 0000000047229,00	
8314000	 0000000155395,00	
8315000	 0000002201268,00	
8315100	 0000001899198,00	
8315200	 0000000302070,00	
8317000	 0000007388184,00	
8318000	 0000000374905,00	
8318100	 0000000000000,00	
8318900	 0000000374905,00	
8319000	 0000000000000,00	
8510000	 0000011775291,00	
8511000	 0000000442300,00	
8513000	 0000011332991,00	
8520000	 0000000212787,00	
8521000	 0000000000000,00	
8523000	 0000000212787,00	
8530000	 0000000201554,00	
8531000	 0000000000000,00	
8533000	 0000000201554,00	
8540000	 0000012709110,00	
8543000	 0000002440221,00	
8544000	 0000006632274,00	
8545000	 0000003636615,00	
8560000	 0000000546883,00	
8563000	 0000000184343,00	
8564000	 0000000124488,00	
8565000	 0000000238052,00	
8610000	 0000004333476,00	
8620000	 0000000008013,00	
8630000	 0000000003192,00	
8640000	 0000006127907,00	
8660000	 0000000016233,00	
