037	BANCO SANTANDER-CHILE
8110000	 0000001594267,00	
8111000	 0000000000000,00	
8113000	 0000000918918,00	
8114000	 0000000392640,00	
8115000	 0000000282709,00	
8130000	 0000000296973,00	
8131000	 0000000000000,00	
8133000	 0000000117413,00	
8134000	 0000000014549,00	
8135000	 0000000165011,00	
8140000	 0000000059266,00	
8141000	 0000000000000,00	
8143000	 0000000020672,00	
8144000	 0000000007777,00	
8145000	 0000000030817,00	
8310000	 0000010005333,00	
8311000	 0000000155890,00	
8312000	 0000000067577,00	
8314000	 0000000179547,00	
8315000	 0000001725600,00	
8315100	 0000001065590,00	
8315200	 0000000660010,00	
8317000	 0000007377213,00	
8318000	 0000000499506,00	
8318100	 0000000032200,00	
8318900	 0000000467306,00	
8319000	 0000000000000,00	
8510000	 0000010111427,00	
8511000	 0000000276703,00	
8513000	 0000009834724,00	
8520000	 0000000511070,00	
8521000	 0000000000000,00	
8523000	 0000000511070,00	
8530000	 0000000428590,00	
8531000	 0000000000000,00	
8533000	 0000000428590,00	
8540000	 0000014798004,00	
8543000	 0000002692186,00	
8544000	 0000008076741,00	
8545000	 0000004029077,00	
8560000	 0000001014884,00	
8563000	 0000000339535,00	
8564000	 0000000392640,00	
8565000	 0000000282709,00	
8610000	 0000004180237,00	
8620000	 0000000050691,00	
8630000	 0000000011259,00	
8640000	 0000005753635,00	
8660000	 0000000009511,00	
