049	BANCO SECURITY
8110000	 0000000188999,00	
8111000	 0000000000000,00	
8113000	 0000000174275,00	
8114000	 0000000006246,00	
8115000	 0000000008478,00	
8130000	 0000000018730,00	
8131000	 0000000000000,00	
8133000	 0000000007528,00	
8134000	 0000000000178,00	
8135000	 0000000011024,00	
8140000	 0000000003369,00	
8141000	 0000000000000,00	
8143000	 0000000001632,00	
8144000	 0000000000000,00	
8145000	 0000000001737,00	
8310000	 0000001061279,00	
8311000	 0000000004181,00	
8312000	 0000000000036,00	
8314000	 0000000012937,00	
8315000	 0000000204747,00	
8315100	 0000000193010,00	
8315200	 0000000011737,00	
8317000	 0000000839378,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002138562,00	
8511000	 0000000000279,00	
8513000	 0000002138283,00	
8520000	 0000000835925,00	
8521000	 0000000000000,00	
8523000	 0000000835925,00	
8530000	 0000000144367,00	
8531000	 0000000000000,00	
8533000	 0000000144367,00	
8540000	 0000001153180,00	
8543000	 0000000223005,00	
8544000	 0000000564091,00	
8545000	 0000000366084,00	
8560000	 0000000026833,00	
8563000	 0000000012108,00	
8564000	 0000000006246,00	
8565000	 0000000008479,00	
8610000	 0000000368841,00	
8620000	 0000000027483,00	
8630000	 0000000001463,00	
8640000	 0000000663004,00	
8660000	 0000000000488,00	
