028	BANCO BICE
811000000	 0218980128789,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0192474986104,00	
811200100	 0165073002432,00	
811200101	 0153780010294,00	
811200102	 0000000000000,00	
811200103	 0011292992138,00	
811200104	 0000000000000,00	
811200600	 0004402878131,00	
811200700	 0001008576095,00	
811200800	 0000213242868,00	
811200900	 0000144529926,00	
811201000	 0014525075431,00	
811201100	 0000199213590,00	
811201200	 0006908467631,00	
811300000	 0019732293104,00	
811300100	 0000000000000,00	
811300200	 0006432295705,00	
811300300	 0000000000000,00	
811300400	 0013179666068,00	
811300500	 0000000000000,00	
811300600	 0000120331331,00	
811400000	 0006772849581,00	
811400100	 0004934143423,00	
811400200	 0000651403439,00	
811400300	 0001187302719,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0088939432633,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0074187320588,00	
812200100	 0066136129342,00	
812200101	 0064440328070,00	
812200102	 0000000000000,00	
812200103	 0001695801272,00	
812200104	 0000000000000,00	
812200600	 0003501938262,00	
812200700	 0000648348050,00	
812200800	 0000139959748,00	
812200900	 0000000000000,00	
812201000	 0003716067050,00	
812201100	 0000044878136,00	
812201200	 0000000000000,00	
812300000	 0012078553546,00	
812300100	 0000000000000,00	
812300200	 0004025692382,00	
812300300	 0000000000000,00	
812300400	 0008052698877,00	
812300500	 0000000000000,00	
812300600	 0000000162287,00	
812400000	 0002673558499,00	
812400100	 0002067621616,00	
812400200	 0000128349499,00	
812400300	 0000477587384,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0013404461863,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0008017942438,00	
813200100	 0005240714441,00	
813200101	 0005240714441,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000322089803,00	
813200700	 0000102411707,00	
813200800	 0000000000000,00	
