014	SCOTIABANK CHILE
811000000	 1733478962032,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0904817148509,00	
811200100	 0741567103060,00	
811200101	 0741213471183,00	
811200102	 0000000000000,00	
811200103	 0000353631877,00	
811200104	 0000000000000,00	
811200600	 0014658862451,00	
811200700	 0008227262463,00	
811200800	 0000329616536,00	
811200900	 0003767451730,00	
811201000	 0027223066876,00	
811201100	 0104959658083,00	
811201200	 0004084127310,00	
811300000	 0406313385320,00	
811300100	 0008220524907,00	
811300200	 0002502726000,00	
811300300	 0000000000000,00	
811300400	 0388033369325,00	
811300500	 0002834347369,00	
811300600	 0004722417719,00	
811400000	 0422348428203,00	
811400100	 0154932624787,00	
811400200	 0007401736091,00	
811400300	 0260013785277,00	
811400400	 0000000000000,00	
811400500	 0000000282048,00	
812000000	 0780820192487,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0319702242270,00	
812200100	 0165116469848,00	
812200101	 0165079567389,00	
812200102	 0000000000000,00	
812200103	 0000036902459,00	
812200104	 0000000000000,00	
812200600	 0039729110952,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0011326678749,00	
812201100	 0103529982721,00	
812201200	 0000000000000,00	
812300000	 0400911166424,00	
812300100	 0000011768787,00	
812300200	 0000151302232,00	
812300300	 0000000000000,00	
812300400	 0399231931833,00	
812300500	 0001515711486,00	
812300600	 0000000452086,00	
812400000	 0060206783793,00	
812400100	 0056717704022,00	
812400200	 0000000000000,00	
812400300	 0003489079771,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0384743767040,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0072131022395,00	
813200100	 0038121491881,00	
813200101	 0038099824324,00	
813200102	 0000000000000,00	
813200103	 0000021667557,00	
813200104	 0000000000000,00	
813200600	 0006150250192,00	
813200700	 0001571501829,00	
813200800	 0000000000000,00	
813200900	 0000116721806,00	
813201000	 0004758622857,00	
813201100	 0019754033959,00	
813201200	 0001658399871,00	
813300000	 0007912951345,00	
813300100	 0000093318136,00	
813300200	 0000014548054,00	
813300300	 0000000000000,00	
813300400	 0007705074232,00	
813300500	 0000059338301,00	
813300600	 0000040672622,00	
813400000	 0304699793300,00	
813400100	 0095497032901,00	
813400200	 0006082448800,00	
813400300	 0203117415655,00	
813400400	 0000000000000,00	
813400500	 0000002895944,00	
814000000	 0076228196880,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0018834746279,00	
814200100	 0007051481388,00	
814200101	 0006903204931,00	
814200102	 0000000000000,00	
814200103	 0000148276457,00	
814200104	 0000000000000,00	
814200600	 0000125004458,00	
814200700	 0000109930088,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0002500693226,00	
814201100	 0008472513252,00	
814201200	 0000575123867,00	
814300000	 0007625411355,00	
814300100	 0000461301889,00	
814300200	 0000076855686,00	
814300300	 0000000000000,00	
814300400	 0006619167704,00	
814300500	 0000394959962,00	
814300600	 0000073126114,00	
814400000	 0049768039246,00	
814400100	 0032646585277,00	
814400200	 0001033964580,00	
814400300	 0016086564191,00	
814400400	 0000000000000,00	
814400500	 0000000925198,00	
821000000	 32351684637763,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 14153593330308,00	
821200100	 10523251230044,00	
821200101	 10472871222181,00	
821200102	 0000943455790,00	
821200103	 0004980544504,00	
821200104	 0044456007569,00	
821200600	 1722431386337,00	
821200700	 0060064845364,00	
821200800	 0013728785454,00	
821200900	 0325522169906,00	
821201000	 0851652435004,00	
821201100	 0652281540853,00	
