039	BANCO ITAÚ CHILE
811000000	 1887738905631,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1327943496355,00	
811200100	 1158179242249,00	
811200101	 0945209615847,00	
811200102	 0212665639589,00	
811200103	 0000303986813,00	
811200104	 0000000000000,00	
811200600	 0004343567578,00	
811200700	 0016788464412,00	
811200800	 0000212163055,00	
811200900	 0004363139154,00	
811201000	 0071668535014,00	
811201100	 0067337125987,00	
811201200	 0005051258906,00	
811300000	 0321086487492,00	
811300100	 0001019333180,00	
811300200	 0007960821065,00	
811300300	 0000000000000,00	
811300400	 0295651810507,00	
811300500	 0013033273426,00	
811300600	 0003421249314,00	
811400000	 0238708921784,00	
811400100	 0190326130619,00	
811400200	 0012485651802,00	
811400300	 0033769623497,00	
811400400	 0000038843404,00	
811400500	 0002088672462,00	
812000000	 1250520194162,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0838158272515,00	
812200100	 0730341528028,00	
812200101	 0504360030423,00	
812200102	 0136765748124,00	
812200103	 0089215749481,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000459039904,00	
812200800	 0000184682314,00	
812200900	 0000000000000,00	
812201000	 0057566889783,00	
812201100	 0049606132486,00	
812201200	 0000000000000,00	
812300000	 0297964225799,00	
812300100	 0000781277286,00	
812300200	 0005267845384,00	
812300300	 0000000000000,00	
812300400	 0237537806076,00	
812300500	 0052047410935,00	
812300600	 0002329886118,00	
812400000	 0114397695848,00	
812400100	 0090018398760,00	
812400200	 0000076701711,00	
812400300	 0019445094288,00	
812400400	 0000007224420,00	
812400500	 0004850276669,00	
813000000	 0391996656030,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0109476275406,00	
813200100	 0080533938171,00	
813200101	 0052763128234,00	
813200102	 0025762397576,00	
813200103	 0002008412361,00	
813200104	 0000000000000,00	
813200600	 0011559227321,00	
813200700	 0002636370845,00	
813200800	 0000128141629,00	
813200900	 0000463895955,00	
813201000	 0005246654224,00	
813201100	 0008908047261,00	
813201200	 0000000000000,00	
813300000	 0009096638439,00	
813300100	 0000025976105,00	
813300200	 0000178016407,00	
813300300	 0000000000000,00	
813300400	 0008526666928,00	
813300500	 0000365978999,00	
813300600	 0000000000000,00	
813400000	 0273423742185,00	
813400100	 0191812360886,00	
813400200	 0010801685695,00	
813400300	 0065685078036,00	
813400400	 0000014589026,00	
813400500	 0005110028542,00	
814000000	 0065904371879,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0026746459633,00	
814200100	 0022579187699,00	
814200101	 0014077178096,00	
814200102	 0008502009603,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000190137694,00	
814200800	 0000021315450,00	
814200900	 0000017909440,00	
814201000	 0001063054884,00	
814201100	 0002874854466,00	
814201200	 0000000000000,00	
814300000	 0005760159066,00	
814300100	 0000482600407,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0004878467909,00	
814300500	 0000399090750,00	
814300600	 0000000000000,00	
814400000	 0033397753180,00	
814400100	 0024001018214,00	
814400200	 0001855567798,00	
814400300	 0006982137905,00	
814400400	 0000101305032,00	
814400500	 0000457724231,00	
821000000	 28196864342434,00	
821100000	 0001739320957,00	
821100100	 0000000000000,00	
821100200	 0001739320957,00	
821200000	 17022934454723,00	
821200100	 13474392716711,00	
821200101	 9021293088771,00	
821200102	 3395161944800,00	
821200103	 1057937683140,00	
821200104	 0000000000000,00	
821200600	 1538369856178,00	
821200700	 0115033685731,00	
821200800	 0038590365937,00	
821200900	 0293162015695,00	
821201000	 1034430047237,00	
821201100	 0528955767234,00	
821201200	 0000000000000,00	
821300000	 7559657266161,00	
821300100	 0009974989226,00	
821300200	 0069673430264,00	
821300300	 0000000000000,00	
821300400	 7107214221130,00	
821300500	 0338720540909,00	
821300600	 0034074084632,00	
821400000	 3612533300593,00	
821400100	 2467007082568,00	
821400200	 0164582789048,00	
821400300	 0932219203417,00	
821400400	 0000787199768,00	
821400500	 0047937025792,00	
831000000	 8628335821273,00	
831100000	 0663698159825,00	
831100100	 0215625093725,00	
831100200	 0448073066100,00	
831200000	 0124993774356,00	
831300000	 0004920472951,00	
831500000	 2044348219006,00	
831500100	 1231714647149,00	
831500200	 0812633571857,00	
831600000	 5351695310457,00	
831600100	 0530690018955,00	
831600200	 0145654689391,00	
831600300	 0803949194085,00	
831600400	 3871401408026,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0438679884678,00	
831800100	 0214289124308,00	
831800200	 0224390760370,00	
831900000	 0000000000000,00	
832000000	 1444725163295,00	
832100000	 0014401931365,00	
832100100	 0010409182569,00	
832100200	 0003992748796,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0987571125286,00	
832500100	 0013925591992,00	
832500200	 0000000000000,00	
832500300	 0973645533294,00	
832700000	 0442752106644,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0442752106644,00	
832700201	 0000000000000,00	
832700202	 0442752106644,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 3740832750333,00	
833050000	 0855771433335,00	
833050100	 0460215008481,00	
833050200	 0395556424854,00	
833100000	 2783680794656,00	
833200000	 0000000000000,00	
833300000	 0101380522342,00	
833300100	 0101380522342,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0213430432418,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0009478327377,00	
833500500	 0000000000000,00	
833500600	 0203952105041,00	
833500700	 0000000000000,00	
841000000	 3205731933557,00	
841000100	 0058953827357,00	
841000200	 0017765879156,00	
841000300	 0021563884876,00	
841000400	 0000000000000,00	
841000500	 0052601400000,00	
841000600	 3054846942168,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0006672158662,00	
844200000	 0001241777606,00	
844300000	 0000902365703,00	
