001	BANCO DE CHILE
8110000	 0000000767478,00	
8111000	 0000000000000,00	
8113000	 0000000342866,00	
8114000	 0000000160519,00	
8115000	 0000000264093,00	
8130000	 0000000243094,00	
8131000	 0000000000000,00	
8133000	 0000000044429,00	
8134000	 0000000005376,00	
8135000	 0000000193289,00	
8140000	 0000000045989,00	
8141000	 0000000000000,00	
8143000	 0000000011046,00	
8144000	 0000000003997,00	
8145000	 0000000030946,00	
8310000	 0000010888410,00	
8311000	 0000000288221,00	
8312000	 0000000084848,00	
8314000	 0000000394271,00	
8315000	 0000002220989,00	
8315100	 0000001853854,00	
8315200	 0000000367135,00	
8317000	 0000007851869,00	
8318000	 0000000048212,00	
8318100	 0000000000000,00	
8318900	 0000000048212,00	
8319000	 0000000000000,00	
8510000	 0000011560197,00	
8511000	 0000000329862,00	
8513000	 0000011230335,00	
8520000	 0000000088758,00	
8521000	 0000000000000,00	
8523000	 0000000088758,00	
8530000	 0000000112119,00	
8531000	 0000000000000,00	
8533000	 0000000112119,00	
8540000	 0000015262586,00	
8543000	 0000003448187,00	
8544000	 0000007746346,00	
8545000	 0000004068053,00	
8560000	 0000000654063,00	
8563000	 0000000229451,00	
8564000	 0000000160519,00	
8565000	 0000000264093,00	
8610000	 0000004397749,00	
8620000	 0000000008398,00	
8630000	 0000000002053,00	
8640000	 0000006467728,00	
8660000	 0000000012482,00	
